case,step,cmd_vx,cmd_vy,cmd_yaw,gyro_x,gyro_y,gyro_z,grav_x,grav_y,grav_z,raw_action_abs_max,sent_action_abs_max,q_target_abs_max,q_step_abs_max,BL_hip_joint_raw_action,BL_hip_joint_sent_action,BL_hip_joint_q_target,BL_hip_joint_qd_fake,BR_hip_joint_raw_action,BR_hip_joint_sent_action,BR_hip_joint_q_target,BR_hip_joint_qd_fake,FL_hip_joint_raw_action,FL_hip_joint_sent_action,FL_hip_joint_q_target,FL_hip_joint_qd_fake,FR_hip_joint_raw_action,FR_hip_joint_sent_action,FR_hip_joint_q_target,FR_hip_joint_qd_fake,BL_thigh_joint_raw_action,BL_thigh_joint_sent_action,BL_thigh_joint_q_target,BL_thigh_joint_qd_fake,BR_thigh_joint_raw_action,BR_thigh_joint_sent_action,BR_thigh_joint_q_target,BR_thigh_joint_qd_fake,FL_thigh_joint_raw_action,FL_thigh_joint_sent_action,FL_thigh_joint_q_target,FL_thigh_joint_qd_fake,FR_thigh_joint_raw_action,FR_thigh_joint_sent_action,FR_thigh_joint_q_target,FR_thigh_joint_qd_fake,BL_calf_joint_raw_action,BL_calf_joint_sent_action,BL_calf_joint_q_target,BL_calf_joint_qd_fake,BR_calf_joint_raw_action,BR_calf_joint_sent_action,BR_calf_joint_q_target,BR_calf_joint_qd_fake,FL_calf_joint_raw_action,FL_calf_joint_sent_action,FL_calf_joint_q_target,FL_calf_joint_qd_fake,FR_calf_joint_raw_action,FR_calf_joint_sent_action,FR_calf_joint_q_target,FR_calf_joint_qd_fake
flat_fake__forward_slow,10,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.208789587020874,0.09981004893779755,0.024952512234449387,0.0,0.7259218096733093,0.09981004893779755,0.024952512234449387,0.1437024176120758,0.19523385167121887,0.03805561363697052,0.00951390340924263,0.012861937284469604,0.19731475412845612,0.03834855183959007,0.009587137959897518,0.03463812172412872,2.198540449142456,0.09981004893779755,0.024952512234449387,0.1437024176120758,-0.024560213088989258,-0.004928112495690584,-0.001232028123922646,0.025413669645786285,0.2017689049243927,0.03976324200630188,0.00994081050157547,-0.07001548260450363,-0.2804967164993286,-0.05507170781493187,-0.013767926953732967,0.05764467641711235,-0.5578497052192688,-0.09981004893779755,-0.024952512234449387,-0.1437024176120758,-1.0260154008865356,-0.09981004893779755,-0.024952512234449387,-0.1437024176120758,0.810746431350708,0.09981004893779755,0.024952512234449387,0.1437024176120758,-0.20722652971744537,-0.04022424668073654,-0.010056061670184135,-0.04611071199178696,3.208789587020874,0.09981004893779755,0.024952512234449387,0.1437024176120758
flat_fake__forward_slow,11,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.178485870361328,0.11194935441017151,0.027987338602542877,0.0,0.7562642097473145,0.11194935441017151,0.027987338602542877,0.15174132585525513,0.17803186178207397,0.03814341500401497,0.009535853751003742,0.0010975170880556107,0.19594591856002808,0.041745755821466446,0.010436438955366611,0.042465049773454666,2.1554741859436035,0.11194935441017151,0.027987338602542877,0.15174132585525513,0.013890773057937622,0.002449613995850086,0.0006124034989625216,0.09222158044576645,0.24078044295310974,0.05080696940422058,0.012701742351055145,0.13804659247398376,-0.3570566773414612,-0.07508279383182526,-0.018770698457956314,-0.2501385807991028,-0.5186825394630432,-0.11039052903652191,-0.027597632259130478,-0.13225600123405457,-0.9534665942192078,-0.11194935441017151,-0.027987338602542877,-0.15174132585525513,0.7056642770767212,0.11194935441017151,0.027987338602542877,0.15174132585525513,-0.09595943987369537,-0.021873507648706436,-0.005468376912176609,0.22938424348831177,3.178485870361328,0.11194935441017151,0.027987338602542877,0.15174132585525513
flat_fake__forward_slow,12,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.28918719291687,0.12478537112474442,0.031196342781186104,0.0,0.7646872997283936,0.12478537112474442,0.031196342781186104,0.16045020520687103,0.15728026628494263,0.03683219477534294,0.009208048693835735,-0.016390252858400345,0.19182920455932617,0.04457797110080719,0.011144492775201797,0.03540269285440445,2.1296885013580322,0.12478537112474442,0.031196342781186104,0.16045020520687103,-0.00798073410987854,-0.0015522426692768931,-0.00038806069642305374,-0.05002320930361748,0.11848217248916626,0.029340531677007675,0.007335132919251919,-0.26833048462867737,-0.20145192742347717,-0.0490705668926239,-0.012267641723155975,0.32515284419059753,-0.4793469309806824,-0.11183115839958191,-0.027957789599895477,-0.01800786703824997,-1.1096596717834473,-0.12478537112474442,-0.031196342781186104,-0.16045020520687103,0.7636150121688843,0.12478537112474442,0.031196342781186104,0.16045020520687103,-0.18789280951023102,-0.042289867997169495,-0.010572466999292374,-0.2552044987678528,3.28918719291687,0.12478537112474442,0.031196342781186104,0.16045020520687103
flat_fake__forward_slow,13,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.067681312561035,0.13837766647338867,0.03459441661834717,0.0,0.7499308586120605,0.13837766647338867,0.03459441661834717,0.1699036955833435,0.21074903011322021,0.052039504051208496,0.013009876012802124,0.19009137153625488,0.21131838858127594,0.05277480185031891,0.013193700462579727,0.10246038436889648,2.065167188644409,0.13837766647338867,0.03459441661834717,0.1699036955833435,0.12647512555122375,0.029390132054686546,0.007347533013671637,0.38677969574928284,0.21696290373802185,0.052906718105077744,0.013226679526269436,0.29457733035087585,-0.40634703636169434,-0.09863091260194778,-0.024657728150486946,-0.6195043325424194,-0.5985360145568848,-0.13434746861457825,-0.03358686715364456,-0.2814538776874542,-0.9279718995094299,-0.13837766647338867,-0.03459441661834717,-0.1699036955833435,0.6439703106880188,0.13837766647338867,0.03459441661834717,0.1699036955833435,-0.0066437870264053345,-0.0048394291661679745,-0.0012098569422960281,0.468130499124527,3.067681312561035,0.13837766647338867,0.03459441661834717,0.1699036955833435
flat_fake__forward_slow,14,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.350734233856201,0.1527925580739975,0.038198139518499374,0.0,0.8660129308700562,0.1527925580739975,0.038198139518499374,0.18018615245819092,0.10592613369226456,0.030818160623311996,0.007704540155827999,-0.2652668058872223,0.09668385982513428,0.02856886386871338,0.007142215967178345,-0.3025742173194885,2.0153539180755615,0.1527925580739975,0.038198139518499374,0.18018615245819092,0.009855568408966064,0.004913070239126682,0.0012282677926123142,-0.30596327781677246,0.03043513000011444,0.01201767660677433,0.00300441961735487,-0.5111129879951477,-0.1326262354850769,-0.04137580096721649,-0.010343950241804123,0.7156888842582703,-0.2885087728500366,-0.08332281559705734,-0.020830703899264336,0.6378082036972046,-1.1584895849227905,-0.1527925580739975,-0.038198139518499374,-0.18018615245819092,0.6733030080795288,0.1527925580739975,0.038198139518499374,0.18018615245819092,-0.18897153437137604,-0.0476461723446846,-0.01191154308617115,-0.5350843071937561,3.350734233856201,0.1527925580739975,0.038198139518499374,0.18018615245819092
flat_fake__forward_slow,15,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.850951910018921,0.16810402274131775,0.04202600568532944,0.0,0.5607101917266846,0.16310429573059082,0.040776073932647705,0.12889672815799713,0.43502068519592285,0.11874490231275558,0.029686227440834045,1.0990843772888184,0.43577274680137634,0.11874552071094513,0.029686380177736282,1.1272082328796387,2.0173213481903076,0.16810402274131775,0.04202600568532944,0.19139331579208374,0.3801693618297577,0.10181521624326706,0.025453804060816765,1.211276888847351,0.04495313763618469,0.013055741786956787,0.0032639354467391968,0.012975791469216347,-0.4162290096282959,-0.11467225849628448,-0.02866806462407112,-0.9162057638168335,-1.066385269165039,-0.14340366423130035,-0.03585091605782509,-0.7510105967521667,-1.1489845514297485,-0.16810402274131775,-0.04202600568532944,-0.19139331579208374,0.7595741748809814,0.16810402274131775,0.04202600568532944,0.19139331579208374,-0.023450568318367004,-0.010488700121641159,-0.0026221750304102898,0.46446841955184937,2.850951910018921,0.16810402274131775,0.04202600568532944,0.19139331579208374
flat_fake__forward_slow,16,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.235722780227661,0.18439485132694244,0.04609871283173561,0.0,1.2426294088363647,0.18250606954097748,0.04562651738524437,0.24252218008041382,0.23312842845916748,0.0772678554058075,0.019316963851451874,-0.5184631943702698,-0.167196124792099,-0.036157380789518356,-0.009039346128702164,-1.9362863302230835,2.0295979976654053,0.18439485132694244,0.04609871283173561,0.20363536477088928,0.07479378581047058,0.030807456001639366,0.007701864466071129,-0.8875970244407654,0.07500894367694855,0.022485576570034027,0.005621394142508507,0.1178729385137558,-0.2008126974105835,-0.06772708892822266,-0.016931772232055664,0.5868146419525146,-0.2656766176223755,-0.08881872147321701,-0.022204680368304253,0.6823117733001709,-0.8761805295944214,-0.18439485132694244,-0.04609871283173561,-0.20363536477088928,0.5221024751663208,0.1638055294752121,0.040951382368803024,-0.05373116582632065,-0.14130981266498566,-0.041028380393981934,-0.010257095098495483,-0.3817460238933563,3.235722780227661,0.18439485132694244,0.04609871283173561,0.20363536477088928
flat_fake__forward_slow,17,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0925402641296387,0.20175793766975403,0.05043948441743851,0.0,0.7699697017669678,0.20100243389606476,0.05025060847401619,0.231204554438591,0.25733816623687744,0.0849282369017601,0.021232059225440025,0.09575477242469788,0.5816095471382141,0.11353705078363419,0.028384264558553696,1.871180534362793,1.8162357807159424,0.20175793766975403,0.05043948441743851,0.2170385867357254,0.3794998228549957,0.11693070083856583,0.029232675209641457,1.0765405893325806,-0.18224839866161346,-0.05242595821619034,-0.013106489554047585,-0.936394214630127,-0.17489176988601685,-0.05924024060368538,-0.014810060150921345,0.10608560591936111,-0.8610377311706543,-0.1635274887084961,-0.04088187217712402,-0.9338595867156982,-1.3304625749588013,-0.20175793766975403,-0.05043948441743851,-0.2170385867357254,0.44597381353378296,0.15017269551753998,0.037543173879384995,-0.1704104244709015,-0.10687847435474396,-0.03616638109087944,-0.00904159527271986,0.060774993151426315,3.0925402641296387,0.20175793766975403,0.05043948441743851,0.2170385867357254
flat_fake__forward_slow,18,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.703732967376709,0.22029781341552734,0.055074453353881836,0.0,1.321994662284851,0.21997879445552826,0.054994698613882065,0.23720450699329376,0.10001208633184433,0.04063514247536659,0.010158785618841648,-0.5536636710166931,-0.16810835897922516,-0.041249848902225494,-0.010312464088201523,-1.934836506843567,1.57854425907135,0.22029781341552734,0.055074453353881836,0.23174844682216644,0.2713772654533386,0.09827882051467896,0.02456970512866974,-0.2331485152244568,0.11966235935688019,0.032359231263399124,0.008089808747172356,1.0598149299621582,-0.28534191846847534,-0.09661141037940979,-0.024152852594852448,-0.4671396315097809,-0.020536795258522034,-0.023764554411172867,-0.005941137671470642,1.7470368146896362,-0.5890486836433411,-0.20782876014709473,-0.05195719003677368,-0.07588528096675873,0.2549201250076294,0.0965762734413147,0.024144068360328674,-0.669955313205719,0.27457237243652344,0.0831303596496582,0.02078258991241455,1.4912093877792358,2.703732967376709,0.22029781341552734,0.055074453353881836,0.23174844682216644
flat_fake__forward_slow,19,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.202632427215576,0.24013236165046692,0.06003309041261673,0.0,0.5257092118263245,0.19967849552631378,0.049919623881578445,-0.25375375151634216,0.41231852769851685,0.14195452630519867,0.03548863157629967,1.2664923667907715,1.0120327472686768,0.12388895452022552,0.03097223863005638,2.064235210418701,2.2394237518310547,0.24013236165046692,0.06003309041261673,0.2479318529367447,-0.14686797559261322,-0.03803612291812897,-0.009509030729532242,-1.7039368152618408,-0.16098815202713013,-0.050067245960235596,-0.012516811490058899,-1.030331015586853,-0.3728039562702179,-0.13500258326530457,-0.03375064581632614,-0.4798896610736847,-0.9764479994773865,-0.15278424322605133,-0.03819606080651283,-1.612746238708496,-1.7150046825408936,-0.2345905601978302,-0.05864764004945755,-0.3345225155353546,0.6266230940818787,0.18514500558376312,0.04628625139594078,1.1071091890335083,-0.06447704136371613,-0.01225564256310463,-0.0030639097094535828,-1.1923249959945679,3.202632427215576,0.24013236165046692,0.06003309041261673,0.2479318529367447
flat_fake__forward_slow,20,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.274590492248535,0.261395126581192,0.065348781645298,0.0,0.9546136856079102,0.2425166219472885,0.06062915548682213,0.535476565361023,0.203305184841156,0.0877181813120842,0.02192954532802105,-0.6779543161392212,-0.345081627368927,-0.09151848405599594,-0.022879619151353836,-2.6925928592681885,1.6552705764770508,0.261395126581192,0.065348781645298,0.2657845616340637,0.5904442071914673,0.13158315420150757,0.03289578855037689,2.1202409267425537,0.14872455596923828,0.046212416142225266,0.011553104966878891,1.2034958600997925,-0.30171719193458557,-0.12135132402181625,-0.030337831005454063,0.1706407517194748,-0.738490104675293,-0.2206326425075531,-0.055158160626888275,-0.8481050133705139,-0.5094429850578308,-0.2056739330291748,-0.0514184832572937,0.36145785450935364,0.49097633361816406,0.1934419721364975,0.048360493034124374,0.10371208190917969,0.00046418607234954834,-0.0012673598248511553,-0.0003168398980051279,0.13735349476337433,3.274590492248535,0.261395126581192,0.065348781645298,0.2657845616340637
flat_fake__forward_slow,21,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.003035545349121,0.2842376232147217,0.07105940580368042,0.0,0.39128854870796204,0.1731133908033371,0.043278347700834274,-0.8675404191017151,-0.35396790504455566,-0.11355999112129211,-0.028389999642968178,-2.515977382659912,0.7675363421440125,0.1117020696401596,0.0279255174100399,2.540256977081299,1.1122173070907593,0.2842376232147217,0.07105940580368042,0.285531222820282,0.5482412576675415,0.21710416674613953,0.05427604168653488,1.0690126419067383,-0.38156506419181824,-0.13385170698165894,-0.033462926745414734,-2.2508015632629395,-0.027073673903942108,-0.02475884184241295,-0.0061897095292806625,1.2074060440063477,0.7508746385574341,0.04857959225773811,0.012144900858402252,3.3651530742645264,-1.2725416421890259,-0.25699615478515625,-0.06424903869628906,-0.6415277719497681,-0.4046196937561035,-0.06187281012535095,-0.01546819880604744,-3.191434621810913,1.0443365573883057,0.15582484006881714,0.038956210017204285,1.963652491569519,3.003035545349121,0.2842376232147217,0.07105940580368042,0.285531222820282
flat_fake__forward_slow,22,0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.9848711490631104,0.308832585811615,0.07720814645290375,0.0,0.43542662262916565,0.1890335977077484,0.0472583994269371,0.19900259375572205,1.2809921503067017,0.10551378130912781,0.026378443464636803,2.738422155380249,0.18276718258857727,0.08433380722999573,0.021083451807498932,-0.3421033024787903,0.5466887950897217,0.2458833009004593,0.06147082522511482,-0.4794290363788605,0.1318444013595581,0.0782814472913742,0.01957036182284355,-1.7352840900421143,0.07453396916389465,0.011468078009784222,0.0028670206665992737,1.8164974451065063,0.08518514782190323,0.029490677639842033,0.007372669875621796,0.6781190037727356,-1.2756571769714355,-0.13872598111629486,-0.034681495279073715,-2.3413197994232178,-1.2683478593826294,-0.29490914940834045,-0.07372728735208511,-0.47391244769096375,0.8393767476081848,0.13193167746067047,0.03298291936516762,2.422555923461914,0.24873201549053192,0.11525823175907135,0.028814557939767838,-0.5070826411247253,2.9848711490631104,0.308832585811615,0.07720814645290375,0.3074370324611664
