case,step,cmd_vx,cmd_vy,cmd_yaw,gyro_x,gyro_y,gyro_z,grav_x,grav_y,grav_z,raw_action_abs_max,sent_action_abs_max,q_target_abs_max,q_step_abs_max,BL_hip_joint_raw_action,BL_hip_joint_sent_action,BL_hip_joint_q_target,BL_hip_joint_qd_fake,BR_hip_joint_raw_action,BR_hip_joint_sent_action,BR_hip_joint_q_target,BR_hip_joint_qd_fake,FL_hip_joint_raw_action,FL_hip_joint_sent_action,FL_hip_joint_q_target,FL_hip_joint_qd_fake,FR_hip_joint_raw_action,FR_hip_joint_sent_action,FR_hip_joint_q_target,FR_hip_joint_qd_fake,BL_thigh_joint_raw_action,BL_thigh_joint_sent_action,BL_thigh_joint_q_target,BL_thigh_joint_qd_fake,BR_thigh_joint_raw_action,BR_thigh_joint_sent_action,BR_thigh_joint_q_target,BR_thigh_joint_qd_fake,FL_thigh_joint_raw_action,FL_thigh_joint_sent_action,FL_thigh_joint_q_target,FL_thigh_joint_qd_fake,FR_thigh_joint_raw_action,FR_thigh_joint_sent_action,FR_thigh_joint_q_target,FR_thigh_joint_qd_fake,BL_calf_joint_raw_action,BL_calf_joint_sent_action,BL_calf_joint_q_target,BL_calf_joint_qd_fake,BR_calf_joint_raw_action,BR_calf_joint_sent_action,BR_calf_joint_q_target,BR_calf_joint_qd_fake,FL_calf_joint_raw_action,FL_calf_joint_sent_action,FL_calf_joint_q_target,FL_calf_joint_qd_fake,FR_calf_joint_raw_action,FR_calf_joint_sent_action,FR_calf_joint_q_target,FR_calf_joint_qd_fake
flat_fake__backward_slow,145,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.821089506149292,1.1671385765075684,0.2917846441268921,0.0,-0.36592909693717957,-0.28795599937438965,-0.07198899984359741,-2.9239916801452637,-0.7062172889709473,-0.3051111698150635,-0.07627779245376587,-4.0,1.266719102859497,0.2206013798713684,0.0551503449678421,4.0,1.5757490396499634,0.9749177694320679,0.24372944235801697,4.0,0.4178975522518158,0.353896826505661,0.08847420662641525,2.400026798248291,-0.6375951766967773,-0.5199558734893799,-0.12998896837234497,-4.0,-2.0915536880493164,-0.7355475425720215,-0.18388688564300537,-4.0,-1.144147515296936,-0.014849632978439331,-0.0037124082446098328,-4.0,0.4428820312023163,-0.39483416080474854,-0.09870854020118713,4.0,0.9057731628417969,0.906588613986969,0.22664715349674225,-0.03058016300201416,-2.821089506149292,-1.1181466579437256,-0.2795366644859314,-3.9999992847442627,-0.40487855672836304,1.1671385765075684,0.2917846441268921,-3.9999992847442627
flat_fake__backward_slow,146,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.259071350097656,1.4871385097503662,0.37178462743759155,0.0,0.9082549810409546,0.03204399347305298,0.008010998368263245,4.0,0.323983371257782,0.01488882303237915,0.0037222057580947876,4.0,-4.0811333656311035,-0.09939861297607422,-0.024849653244018555,-4.0,-3.300478219985962,0.6549177765846252,0.1637294441461563,-4.0,1.4107214212417603,0.6738967895507812,0.1684741973876953,3.999999523162842,0.25204718112945557,-0.19995588064193726,-0.049988970160484314,4.0,1.5172157287597656,-0.41554754972457886,-0.10388688743114471,4.0,3.6699604988098145,0.3051503598690033,0.07628758996725082,4.0,0.30398544669151306,-0.07483416795730591,-0.018708541989326477,4.0,1.2880120277404785,1.19265615940094,0.298164039850235,3.5758442878723145,1.6049813032150269,-0.798146665096283,-0.19953666627407074,4.0,4.259071350097656,1.4871385097503662,0.37178462743759155,3.9999992847442627
flat_fake__backward_slow,147,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.528200149536133,1.3612409830093384,0.3403102457523346,0.0,-0.007175950333476067,0.002629036083817482,0.0006572590209543705,-0.3676869869232178,-1.0865724086761475,-0.3051111698150635,-0.07627779245376587,-4.0,2.528200149536133,0.2206013798713684,0.0551503449678421,4.0,2.1529176235198975,0.9749177694320679,0.24372944235801697,4.0,-1.2912064790725708,0.3538967967033386,0.08847419917583466,-4.0,-0.19355830550193787,-0.19515769183635712,-0.04878942295908928,0.05997736006975174,-0.14803767204284668,-0.21491514146327972,-0.05372878536581993,2.5079052448272705,0.06535850465297699,0.12530647218227386,0.031326618045568466,-2.2480485439300537,-0.43548256158828735,-0.345320463180542,-0.0863301157951355,-3.3810787200927734,-0.3872302770614624,0.8726561665534973,0.21816404163837433,-4.0,-1.5321153402328491,-1.1181466579437256,-0.2795366644859314,-4.0,1.319275140762329,1.3612409830093384,0.3403102457523346,-1.5737191438674927
flat_fake__backward_slow,148,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0788798332214355,1.6812410354614258,0.42031025886535645,0.0,0.8879857659339905,0.32262903451919556,0.08065725862979889,4.0,1.2583105564117432,0.01488882303237915,0.0037222057580947876,4.0,-1.7916630506515503,-0.09939861297607422,-0.024849653244018555,-4.0,-1.0881403684616089,0.6549177765846252,0.1637294441461563,-4.0,-0.012638270854949951,0.07899549603462219,0.019748874008655548,-3.4362664222717285,-0.5104081630706787,-0.4315955340862274,-0.10789888352155685,-2.9554731845855713,0.18648773431777954,0.08613701164722443,0.021534252911806107,3.7631518840789795,1.0677697658538818,0.4453064799308777,0.11132661998271942,4.0,0.01808307319879532,-0.07276779413223267,-0.018191948533058167,3.4069085121154785,1.3830326795578003,1.19265615940094,0.298164039850235,4.0,-0.1185859888792038,-0.798146665096283,-0.19953666627407074,4.0,2.0788798332214355,1.6812410354614258,0.42031025886535645,4.000000953674316
flat_fake__backward_slow,149,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.37233567237854,1.361241102218628,0.340310275554657,0.0,0.24707257747650146,0.2659617066383362,0.06649042665958405,-0.7083415985107422,-0.8740463852882385,-0.3051111698150635,-0.07627779245376587,-4.0,0.6846680641174316,0.2206013798713684,0.0551503449678421,4.0,0.5985280871391296,0.6126254796981812,0.1531563699245453,-0.5286537408828735,0.04075208306312561,0.050312936305999756,0.012578234076499939,-0.35853201150894165,0.3603958785533905,-0.11159554123878479,-0.027898885309696198,4.0,-1.9326682090759277,-0.2338629812002182,-0.05846574530005455,-4.0,-1.025237798690796,0.12530648708343506,0.031326621770858765,-4.0,-1.4181913137435913,-0.3927677869796753,-0.09819194674491882,-4.0,0.25213927030563354,0.8726561665534973,0.21816404163837433,-4.0,-2.37233567237854,-1.1181466579437256,-0.2795366644859314,-4.0,-1.4056881666183472,1.361241102218628,0.340310275554657,-3.9999992847442627
flat_fake__backward_slow,150,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.6249198913574219,1.04124116897583,0.2603102922439575,0.0,-0.0370003879070282,0.0387401282787323,0.009685032069683075,-2.8402698040008545,-0.6154665946960449,-0.5378777384757996,-0.1344694346189499,-2.9095821380615234,-1.6249198913574219,-0.09939861297607422,-0.024849653244018555,-4.0,-0.11386508494615555,0.2926254868507385,0.07315637171268463,-4.0,-0.08255097270011902,-0.049334995448589325,-0.012333748862147331,-1.2455991506576538,0.31930071115493774,0.20840445160865784,0.05210111290216446,4.0,-0.16902577877044678,-0.18523508310317993,-0.04630877077579498,0.6078487634658813,0.2718547582626343,0.23521769046783447,0.05880442261695862,1.3738900423049927,-0.16740739345550537,-0.22374749183654785,-0.05593687295913696,2.1127536296844482,0.7371078729629517,0.7709949612617493,0.19274874031543732,-1.2707650661468506,-0.7889715433120728,-0.8712653517723083,-0.2178163379430771,3.0860164165496826,0.48381391167640686,1.04124116897583,0.2603102922439575,-3.9999992847442627
flat_fake__backward_slow,151,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.175124168395996,1.361241102218628,0.340310275554657,0.0,-0.109970822930336,-0.07279308885335922,-0.018198272213339806,-1.394165277481079,-0.12875762581825256,-0.23103764653205872,-0.05775941163301468,3.835501194000244,1.5046802759170532,0.2206013798713684,0.0551503449678421,4.0,1.8657827377319336,0.6126254796981812,0.1531563699245453,4.0,-1.0112429857254028,-0.36933499574661255,-0.09233374893665314,-4.0,0.2787257730960846,0.2611454427242279,0.06528636068105698,0.6592624187469482,-1.387742280960083,-0.5052350759506226,-0.12630876898765564,-4.0,-1.0369071960449219,-0.08478230237960815,-0.02119557559490204,-4.0,-0.9865878820419312,-0.5437474846839905,-0.13593687117099762,-4.0,0.7580928802490234,0.7613183856010437,0.19032959640026093,-0.12095719575881958,-2.175124168395996,-1.191265344619751,-0.29781633615493774,-4.0,1.7016929388046265,1.361241102218628,0.340310275554657,3.9999992847442627
flat_fake__backward_slow,152,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.989036202430725,1.6812410354614258,0.42031025886535645,0.0,0.5794521570205688,0.2472068965435028,0.0618017241358757,4.0,-0.38127243518829346,-0.3437137305736542,-0.08592843264341354,-1.4084510803222656,-1.2431950569152832,-0.09939861297607422,-0.024849653244018555,-4.0,0.5119872093200684,0.537146806716919,0.13428670167922974,-0.9434834122657776,0.14008057117462158,-0.04933500289916992,-0.01233375072479248,4.0,-0.18218785524368286,-0.05885455012321472,-0.01471363753080368,-4.0,0.5468167662620544,-0.18523508310317993,-0.04630877077579498,4.0,0.6945227384567261,0.23521769046783447,0.05880442261695862,4.0,-0.24850744009017944,-0.3223174512386322,-0.08057936280965805,2.7678754329681396,0.8193860054016113,0.8048691153526306,0.20121727883815765,0.5443841218948364,-0.5592781901359558,-0.8712653517723083,-0.2178163379430771,4.0,1.989036202430725,1.6812410354614258,0.42031025886535645,3.9999992847442627
flat_fake__backward_slow,153,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.5184414386749268,1.361241102218628,0.340310275554657,0.0,-0.25262439250946045,-0.07279309630393982,-0.018198274075984955,-4.0,-0.857191801071167,-0.6637136936187744,-0.1659284234046936,-3.999999523162842,-0.23543208837509155,-0.20142371952533722,-0.050355929881334305,-1.2753138542175293,0.3666829764842987,0.40929892659187317,0.10232473164796829,-1.5980985164642334,-0.6856544017791748,-0.36933499574661255,-0.09233374893665314,-4.0,-0.07317246496677399,-0.06959298253059387,-0.017398245632648468,-0.13423040509223938,-1.7648416757583618,-0.5052350759506226,-0.12630876898765564,-4.0,0.15754558145999908,0.17696361243724823,0.04424090310931206,-0.7281759977340698,-1.2568737268447876,-0.6423174142837524,-0.1605793535709381,-3.999999523162842,-0.7176308035850525,0.484869122505188,0.121217280626297,-4.0,-2.5184414386749268,-1.191265344619751,-0.29781633615493774,-4.0,-1.0467545986175537,1.361241102218628,0.340310275554657,-3.9999992847442627
flat_fake__backward_slow,154,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.182292938232422,1.5112652778625488,0.3778163194656372,0.0,-0.6170334815979004,-0.39279308915138245,-0.09819827228784561,-4.0,-0.32525134086608887,-0.40986692905426025,-0.10246673226356506,3.1730847358703613,-2.182292938232422,-0.5214236974716187,-0.13035592436790466,-4.0,-0.4554453194141388,0.08929893374443054,0.022324733436107635,-4.0,-0.4114362299442291,-0.4009109139442444,-0.1002277284860611,-0.39469897747039795,0.6002980470657349,0.25040701031684875,0.06260175257921219,4.0,0.16580739617347717,-0.18523508310317993,-0.04630877077579498,4.0,-0.5015150308609009,-0.1430363804101944,-0.0357590951025486,-4.0,-0.9920980334281921,-0.9046528339385986,-0.22616320848464966,-3.2791929244995117,1.5081123113632202,0.8048691153526306,0.20121727883815765,4.0,-2.1694982051849365,-1.5112652778625488,-0.3778163194656372,-3.9999992847442627,0.8714967370033264,1.04124116897583,0.2603102922439575,-3.9999992847442627
flat_fake__backward_slow,155,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.6169953346252441,1.230779767036438,0.3076949417591095,0.0,0.6739929914474487,-0.07279309630393982,-0.018198274075984955,4.0,-1.0057791471481323,-0.7298669219017029,-0.18246673047542572,-4.0,0.6458768248558044,-0.20142370462417603,-0.050355926156044006,4.0,1.6169953346252441,0.40929892659187317,0.10232473164796829,4.0,-0.14073924720287323,-0.20578216016292572,-0.05144554004073143,2.4391095638275146,-0.5808461904525757,-0.06959298253059387,-0.017398245632648468,-4.0,-0.6244372725486755,-0.5052350759506226,-0.12630876898765564,-4.0,1.173288345336914,0.17696361243724823,0.04424090310931206,4.0,-0.8720006942749023,-0.8801637291908264,-0.2200409322977066,0.3061138093471527,-0.5404455661773682,0.484869122505188,0.121217280626297,-4.0,-1.1372846364974976,-1.230779767036438,-0.3076949417591095,3.5060689449310303,0.9330307841300964,0.9600833654403687,0.24002084136009216,-1.0144726037979126
flat_fake__backward_slow,156,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.179823875427246,1.280083417892456,0.320020854473114,0.0,0.7573859095573425,0.2472068965435028,0.0618017241358757,4.0,0.8453963398933411,-0.40986692905426025,-0.10246673226356506,4.0,-0.12773950397968292,-0.1461605578660965,-0.036540139466524124,0.6907893419265747,-0.5058125853538513,0.08929893374443054,0.022324733436107635,-4.0,0.6800879240036011,0.1142178326845169,0.028554458171129227,4.0,-0.17591217160224915,-0.14933237433433533,-0.03733309358358383,-0.9967424273490906,1.765286922454834,-0.18523508310317993,-0.04630877077579498,4.0,1.118894338607788,0.49696362018585205,0.12424090504646301,4.0,0.22148671746253967,-0.5601637363433838,-0.14004093408584595,4.0,0.7577900886535645,0.689559817314148,0.172389954328537,2.558633804321289,0.9571174383163452,-0.9107797741889954,-0.22769494354724884,4.0,2.179823875427246,1.280083417892456,0.320020854473114,4.000000953674316
flat_fake__backward_slow,157,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.7827953100204468,1.230779767036438,0.3076949417591095,0.0,1.2040369510650635,0.567206859588623,0.14180171489715576,3.999999523162842,-0.2337055206298828,-0.2777458727359772,-0.0694364681839943,1.6515132188796997,0.2850009799003601,0.17383943498134613,0.04345985874533653,4.0,1.7827953100204468,0.40929892659187317,0.10232473164796829,4.0,-0.12435668706893921,-0.06471306085586548,-0.01617826521396637,-2.236636161804199,0.3461267054080963,0.1706676185131073,0.042666904628276825,4.0,-0.40617504715919495,-0.3509400486946106,-0.08773501217365265,-2.071312189102173,-0.6044504046440125,0.17696362733840942,0.044240906834602356,-4.0,0.3711978793144226,-0.24016374349594116,-0.06004093587398529,4.0,0.5807664394378662,0.6079647541046143,0.15199118852615356,-1.019938349723816,-1.5274021625518799,-1.230779767036438,-0.3076949417591095,-4.0,0.6038218140602112,0.9600834250450134,0.24002085626125336,-4.0
flat_fake__backward_slow,158,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.9303467273712158,1.070147156715393,0.26753678917884827,0.0,-0.6602554321289062,0.24720686674118042,0.061801716685295105,-4.0,1.1756246089935303,0.042254120111465454,0.010563530027866364,4.0,-0.1555667221546173,-0.07321518659591675,-0.018303796648979187,-3.0881829261779785,1.7441045045852661,0.7292989492416382,0.18232473731040955,4.000000476837158,0.5040793418884277,0.25528693199157715,0.06382173299789429,4.0,-0.11500652879476547,-0.04358798265457153,-0.010896995663642883,-2.678194999694824,1.9303467273712158,-0.03094005584716797,-0.007735013961791992,4.0,1.214490294456482,0.49696362018585205,0.12424090504646301,4.0,0.36251023411750793,0.07983624935150146,0.019959062337875366,4.0,0.6787734031677246,0.661071240901947,0.16526781022548676,0.6638311147689819,0.18345023691654205,-0.9107797741889954,-0.22769494354724884,4.0,1.106835126876831,1.070147156715393,0.26753678917884827,1.3757966756820679
flat_fake__backward_slow,159,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.879776954650879,1.3901472091674805,0.3475368022918701,0.0,0.6898134350776672,0.567206859588623,0.14180171489715576,4.0,0.3639828860759735,0.2835506796836853,0.07088766992092133,3.016206979751587,1.1891924142837524,0.24678480625152588,0.06169620156288147,4.0,0.35783258080482483,0.45069918036460876,0.11267479509115219,-3.482497215270996,-0.4835219085216522,-0.06471306085586548,-0.01617826521396637,-4.0,0.49569645524024963,0.2764120101928711,0.06910300254821777,4.0,-1.2393056154251099,-0.3509400486946106,-0.08773501217365265,-4.0,0.7439298033714294,0.6821882724761963,0.17054706811904907,2.315308094024658,-0.7291603684425354,-0.24016374349594116,-0.06004093587398529,-4.0,0.5871405005455017,0.605623185634613,0.15140579640865326,-0.6931006908416748,-1.0717172622680664,-1.0314829349517822,-0.25787073373794556,-1.5087895393371582,2.879776954650879,1.3901472091674805,0.3475368022918701,4.000000953674316
flat_fake__backward_slow,160,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.6098397970199585,1.5549166202545166,0.38872915506362915,0.0,0.7801420092582703,0.7269082069396973,0.18172705173492432,1.9962668418884277,-0.31661105155944824,-0.036449313163757324,-0.009112328290939331,-4.0,-0.7183378338813782,-0.07321518659591675,-0.018303796648979187,-4.0,1.5933849811553955,0.770699143409729,0.19267478585243225,3.999999523162842,-0.2835405766963959,-0.22883369028568268,-0.05720842257142067,-2.0515079498291016,-0.4704124629497528,-0.04358798265457153,-0.010896995663642883,-4.0,-0.2824503779411316,-0.29957279562950134,-0.07489319890737534,0.6420906782150269,0.28215694427490234,0.38216477632522583,0.09554119408130646,-3.750293731689453,-0.1466757357120514,-0.17004773020744324,-0.04251193255186081,0.8764501810073853,0.23487986624240875,0.3275656998157501,0.08189142495393753,-3.4757187366485596,-0.26200225949287415,-0.7114829421043396,-0.1778707355260849,4.0,1.6098397970199585,1.5549166202545166,0.38872915506362915,2.059617757797241
flat_fake__backward_slow,161,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.746338367462158,1.2349166870117188,0.3087291717529297,0.0,-0.6003459692001343,0.40690821409225464,0.10172705352306366,-4.0,-0.5154007077217102,-0.35644930601119995,-0.08911232650279999,-4.0,-0.29976898431777954,-0.24313053488731384,-0.06078263372182846,-2.1239418983459473,-1.1730071306228638,0.4506991505622864,0.1126747876405716,-4.0,-0.3053581714630127,-0.2862270474433899,-0.07155676186084747,-0.7174170017242432,-1.114938735961914,-0.36358797550201416,-0.09089699387550354,-4.0,0.613092303276062,0.020427197217941284,0.005106799304485321,4.0,2.746338367462158,0.7021647691726685,0.17554119229316711,4.0,-1.218483805656433,-0.49004772305488586,-0.12251193076372147,-4.0,0.020203351974487305,0.09704393148422241,0.024260982871055603,-2.8815221786499023,-1.4772017002105713,-1.0314829349517822,-0.25787073373794556,-4.0,-0.27487605810165405,1.2349166870117188,0.3087291717529297,-3.9999992847442627
flat_fake__backward_slow,162,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.1553140878677368,1.1243562698364258,0.28108906745910645,0.0,0.3564431667327881,0.3690594434738159,0.09226486086845398,-0.473109632730484,0.5175557136535645,-0.036449313163757324,-0.009112328290939331,4.0,-0.3870916962623596,-0.35110142827033997,-0.08777535706758499,-1.349636197090149,-0.25000205636024475,0.13069915771484375,0.03267478942871094,-4.0,-0.2783375680446625,-0.28030991554260254,-0.07007747888565063,0.07396414875984192,-0.17988337576389313,-0.22580952942371368,-0.05645238235592842,1.7222306728363037,-0.8535994291305542,-0.29957279562950134,-0.07489319890737534,-4.0,-0.6789377331733704,0.38216477632522583,0.09554119408130646,-4.0,-0.8406699299812317,-0.7530143857002258,-0.18825359642505646,-3.287083387374878,0.639966607093811,0.41704392433166504,0.10426098108291626,4.0,-1.1553140878677368,-1.1243562698364258,-0.28108906745910645,-1.1609166860580444,0.833210289478302,0.9336369037628174,0.23340922594070435,-3.7659974098205566
flat_fake__backward_slow,163,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.8763556480407715,1.2536368370056152,0.3134092092514038,0.0,0.6282621026039124,0.563461422920227,0.14086535573005676,2.4300248622894287,-1.2067320346832275,-0.35644930601119995,-0.08911232650279999,-4.0,1.0730512142181396,-0.03110143542289734,-0.007775358855724335,4.0,1.8763556480407715,0.4506991505622864,0.1126747876405716,4.0,-0.022369295358657837,-0.08685445785522461,-0.021713614463806152,2.4181933403015137,-0.6708177328109741,-0.5458095073699951,-0.13645237684249878,-4.0,0.6262343525886536,0.020427197217941284,0.005106799304485321,4.0,0.44583237171173096,0.42991548776626587,0.10747887194156647,0.5968838930130005,-1.409019947052002,-1.0730143785476685,-0.2682535946369171,-4.0,-0.4553080201148987,0.09704393148422241,0.024260982871055603,-4.0,-1.2564669847488403,-1.223439335823059,-0.30585983395576477,-1.238538384437561,1.6228834390640259,1.2536368370056152,0.3134092092514038,3.9999992847442627
flat_fake__backward_slow,164,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.8386733531951904,1.5475975275039673,0.3868993818759918,0.0,1.2720664739608765,0.8834614157676697,0.22086535394191742,4.0,1.2307509183883667,-0.036449313163757324,-0.009112328290939331,4.0,-1.9295098781585693,-0.35110142827033997,-0.08777535706758499,-4.0,0.8938489556312561,0.770699143409729,0.19267478585243225,4.0,-0.28085702657699585,-0.23235638439655304,-0.05808909609913826,-1.8187741041183472,0.3872676193714142,-0.2258095145225525,-0.05645237863063812,4.0,-0.15020611882209778,-0.10754778981208801,-0.026886947453022003,-1.5996873378753662,2.8386733531951904,0.7499154806137085,0.18747887015342712,4.0,0.5585420727729797,-0.7530143857002258,-0.18825359642505646,4.0,0.5173493027687073,0.41227298974990845,0.10306824743747711,3.9403634071350098,0.2980666756629944,-0.9034393429756165,-0.2258598357439041,4.0,1.6455844640731812,1.5475975275039673,0.3868993818759918,3.674508810043335
flat_fake__backward_slow,165,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.025594711303711,1.2275974750518799,0.30689936876296997,0.0,0.08213779330253601,0.563461422920227,0.14086535573005676,-4.0,-0.6756188869476318,-0.35644930601119995,-0.08911232650279999,-4.0,6.025594711303711,-0.03110143542289734,-0.007775358855724335,4.0,1.5999397039413452,1.0906991958618164,0.2726747989654541,4.000000953674316,-0.5898948907852173,-0.5005102753639221,-0.12512756884098053,-3.351923942565918,0.253110408782959,0.09419047832489014,0.023547619581222534,4.0,0.43043744564056396,0.21245220303535461,0.053113050758838654,4.0,-0.5226021409034729,0.42991548776626587,0.10747887194156647,-4.0,-2.03722882270813,-1.0730143785476685,-0.2682535946369171,-4.0,1.333869457244873,0.7322729825973511,0.18306824564933777,4.0,1.2377952337265015,-0.5834393501281738,-0.14585983753204346,4.0,0.1523183286190033,1.2275974750518799,0.30689936876296997,-4.000000953674316
flat_fake__backward_slow,166,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.399813652038574,1.5475974082946777,0.38689935207366943,0.0,-0.03628098964691162,0.24346143007278442,0.060865357518196106,-4.0,1.1888152360916138,-0.036449313163757324,-0.009112328290939331,4.0,-1.9462580680847168,-0.35110142827033997,-0.08777535706758499,-4.0,-1.5142583847045898,0.7706992030143738,0.19267480075359344,-4.0,0.03181663155555725,-0.1805102825164795,-0.04512757062911987,4.0,0.018260955810546875,0.03724333643913269,0.009310834109783173,-0.7118393182754517,0.4350411891937256,0.37939393520355225,0.09484848380088806,2.0867717266082764,0.056059494614601135,0.14952349662780762,0.037380874156951904,-3.5048999786376953,-0.2461847960948944,-0.7530143857002258,-0.18825359642505646,4.0,2.8054251670837402,1.0522730350494385,0.2630682587623596,4.000000953674316,-0.41283780336380005,-0.4554882049560547,-0.11387205123901367,1.5993893146514893,3.399813652038574,1.5475974082946777,0.38689935207366943,3.9999992847442627
flat_fake__backward_slow,167,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.9391474723815918,1.7129086256027222,0.42822715640068054,0.0,0.8045395016670227,0.563461422920227,0.14086535573005676,4.0,-0.9683326482772827,-0.35644930601119995,-0.08911232650279999,-4.0,1.2507948875427246,-0.03110143542289734,-0.007775358855724335,4.0,0.03455842286348343,0.45069921016693115,0.11267480254173279,-4.0,-0.02172677218914032,-0.061422646045684814,-0.015355661511421204,1.4885954856872559,-0.7970530986785889,-0.28275665640830994,-0.07068916410207748,-4.0,-1.0461499691009521,0.05939394235610962,0.014848485589027405,-4.0,1.9391474723815918,0.46952348947525024,0.11738087236881256,4.0,-0.8959693312644958,-0.860230565071106,-0.2150576412677765,-1.3402023315429688,-0.6663612127304077,0.7322730422019958,0.18306826055049896,-4.0,1.529270052909851,-0.13548821210861206,-0.033872053027153015,4.0,1.7680124044418335,1.7129086256027222,0.42822715640068054,2.0663902759552
flat_fake__backward_slow,168,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.9985029697418213,1.3929085731506348,0.3482271432876587,0.0,0.47452312707901,0.49675771594047546,0.12418942898511887,-0.8337963819503784,-0.8807628154754639,-0.6764492988586426,-0.16911232471466064,-4.0,-0.9788151383399963,-0.35110142827033997,-0.08777535706758499,-4.0,0.7972095608711243,0.7105820178985596,0.1776455044746399,3.24853515625,-0.1672796905040741,-0.14081542193889618,-0.035203855484724045,-0.9924097061157227,-0.4485158920288086,-0.4070760905742645,-0.10176902264356613,-1.5539929866790771,0.08666206151247025,0.07984503358602524,0.01996125839650631,0.25563865900039673,0.2721802592277527,0.3215160667896271,0.08037901669740677,-1.8500927686691284,-0.595434308052063,-0.6616333723068237,-0.16540834307670593,2.4824650287628174,-0.06354500353336334,0.4122730493545532,0.1030682623386383,-4.0,-0.5226969718933105,-0.4258947968482971,-0.10647369921207428,-3.630082368850708,0.9985029697418213,1.3929085731506348,0.3482271432876587,-4.000000953674316
flat_fake__backward_slow,169,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.8293330669403076,1.7129085063934326,0.42822712659835815,0.0,-1.3277732133865356,0.17675772309303284,0.04418943077325821,-4.0,2.245871067047119,-0.35644930601119995,-0.08911232650279999,4.0,0.05355968698859215,-0.04760560393333435,-0.011901400983333588,3.7936978340148926,-1.8688247203826904,0.39058202505111694,0.09764550626277924,-4.0,0.7795897722244263,0.17918457090854645,0.04479614272713661,4.0,0.1810825765132904,-0.0870760977268219,-0.021769024431705475,4.0,0.7054253816604614,0.39984503388404846,0.09996125847101212,4.0,1.913722038269043,0.6415160894393921,0.16037902235984802,4.000000476837158,-1.1034530401229858,-0.9816333651542664,-0.2454083412885666,-4.0,-0.1520291119813919,0.0922730565071106,0.02306826412677765,-4.0,0.4316370487213135,-0.10589480400085449,-0.026473701000213623,4.0,2.8293330669403076,1.7129085063934326,0.42822712659835815,3.9999992847442627
flat_fake__backward_slow,170,-0.07500000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.9847359657287598,2.0329084396362305,0.5082271099090576,0.0,2.9847359657287598,0.49675771594047546,0.12418942898511887,4.0,0.6608359813690186,-0.036449313163757324,-0.009112328290939331,4.0,-0.9683080315589905,-0.367605596780777,-0.09190139919519424,-4.0,2.4750590324401855,0.7105820178985596,0.1776455044746399,4.0,-0.1602449119091034,-0.07538752257823944,-0.01884688064455986,-3.1821513175964355,-0.46315255761146545,-0.36913344264030457,-0.09228336066007614,-3.525716781616211,-0.6670637726783752,0.07984504103660583,0.01996126025915146,-4.0,0.5091700553894043,0.5422565937042236,0.1355641484260559,-1.2407437562942505,-1.2368197441101074,-1.1730231046676636,-0.2932557761669159,-2.392371892929077,-0.6887792348861694,-0.22772693634033203,-0.05693173408508301,-4.0,0.9165170192718506,0.21410518884658813,0.053526297211647034,4.0,2.64911150932312,2.0329084396362305,0.5082271099090576,3.9999992847442627
