step,time_s,dt_s,dt_nominal_s,dt_wall_s,wall_time_s,wall_time_unix_s,mode,phase,command_source,key_label,vx_cmd,vy_cmd,yaw_cmd,action_scale,obs_000_002_exact_zero_confirmed,obs_000_002_max_abs,gyro_x,gyro_y,gyro_z,gravity_x,gravity_y,gravity_z,base_lin_vel_x_available,base_lin_vel_y_available,base_lin_vel_z_available,root_quat_x,root_quat_y,root_quat_z,root_quat_w,root_roll,root_pitch,root_yaw,policy_inference_ms,forward_backward_signed_gap_cmd_minus_actual_mps,forward_backward_speed_gap_abs_cmd_minus_abs_actual_mps,max_abs_joint_tracking_error_rad,max_abs_tau_pd_preclip_nm,max_abs_tau_command_after_clip_nm,max_abs_tau_applied_actual_latest_nm,tau_clipped_joint_count,obs_000,obs_001,obs_002,obs_003,obs_004,obs_005,obs_006,obs_007,obs_008,obs_009,obs_010,obs_011,obs_012,obs_013,obs_014,obs_015,obs_016,obs_017,obs_018,obs_019,obs_020,obs_021,obs_022,obs_023,obs_024,obs_025,obs_026,obs_027,obs_028,obs_029,obs_030,obs_031,obs_032,obs_033,obs_034,obs_035,obs_036,obs_037,obs_038,obs_039,obs_040,obs_041,obs_042,obs_043,obs_044,obs_045,obs_046,obs_047,action_00,action_01,action_02,action_03,action_04,action_05,action_06,action_07,action_08,action_09,action_10,action_11,prev_action_00,prev_action_01,prev_action_02,prev_action_03,prev_action_04,prev_action_05,prev_action_06,prev_action_07,prev_action_08,prev_action_09,prev_action_10,prev_action_11,action_scaled_00,action_scaled_01,action_scaled_02,action_scaled_03,action_scaled_04,action_scaled_05,action_scaled_06,action_scaled_07,action_scaled_08,action_scaled_09,action_scaled_10,action_scaled_11,q_target_00,q_target_01,q_target_02,q_target_03,q_target_04,q_target_05,q_target_06,q_target_07,q_target_08,q_target_09,q_target_10,q_target_11,motor_target_pos_00,motor_target_pos_01,motor_target_pos_02,motor_target_pos_03,motor_target_pos_04,motor_target_pos_05,motor_target_pos_06,motor_target_pos_07,motor_target_pos_08,motor_target_pos_09,motor_target_pos_10,motor_target_pos_11,q_00,q_01,q_02,q_03,q_04,q_05,q_06,q_07,q_08,q_09,q_10,q_11,qd_00,qd_01,qd_02,qd_03,qd_04,qd_05,qd_06,qd_07,qd_08,qd_09,qd_10,qd_11,q_default_00,q_default_01,q_default_02,q_default_03,q_default_04,q_default_05,q_default_06,q_default_07,q_default_08,q_default_09,q_default_10,q_default_11,kp_00,kp_01,kp_02,kp_03,kp_04,kp_05,kp_06,kp_07,kp_08,kp_09,kp_10,kp_11,kd_00,kd_01,kd_02,kd_03,kd_04,kd_05,kd_06,kd_07,kd_08,kd_09,kd_10,kd_11,tau_pd_preclip_00,tau_pd_preclip_01,tau_pd_preclip_02,tau_pd_preclip_03,tau_pd_preclip_04,tau_pd_preclip_05,tau_pd_preclip_06,tau_pd_preclip_07,tau_pd_preclip_08,tau_pd_preclip_09,tau_pd_preclip_10,tau_pd_preclip_11,tau_clip_min_00,tau_clip_min_01,tau_clip_min_02,tau_clip_min_03,tau_clip_min_04,tau_clip_min_05,tau_clip_min_06,tau_clip_min_07,tau_clip_min_08,tau_clip_min_09,tau_clip_min_10,tau_clip_min_11,tau_clip_max_00,tau_clip_max_01,tau_clip_max_02,tau_clip_max_03,tau_clip_max_04,tau_clip_max_05,tau_clip_max_06,tau_clip_max_07,tau_clip_max_08,tau_clip_max_09,tau_clip_max_10,tau_clip_max_11,tau_command_after_clip_00,tau_command_after_clip_01,tau_command_after_clip_02,tau_command_after_clip_03,tau_command_after_clip_04,tau_command_after_clip_05,tau_command_after_clip_06,tau_command_after_clip_07,tau_command_after_clip_08,tau_command_after_clip_09,tau_command_after_clip_10,tau_command_after_clip_11,tau_applied_actual_latest_00,tau_applied_actual_latest_01,tau_applied_actual_latest_02,tau_applied_actual_latest_03,tau_applied_actual_latest_04,tau_applied_actual_latest_05,tau_applied_actual_latest_06,tau_applied_actual_latest_07,tau_applied_actual_latest_08,tau_applied_actual_latest_09,tau_applied_actual_latest_10,tau_applied_actual_latest_11,tau_was_clipped_00,tau_was_clipped_01,tau_was_clipped_02,tau_was_clipped_03,tau_was_clipped_04,tau_was_clipped_05,tau_was_clipped_06,tau_was_clipped_07,tau_was_clipped_08,tau_was_clipped_09,tau_was_clipped_10,tau_was_clipped_11,joint_lower_limit_00,joint_lower_limit_01,joint_lower_limit_02,joint_lower_limit_03,joint_lower_limit_04,joint_lower_limit_05,joint_lower_limit_06,joint_lower_limit_07,joint_lower_limit_08,joint_lower_limit_09,joint_lower_limit_10,joint_lower_limit_11,joint_upper_limit_00,joint_upper_limit_01,joint_upper_limit_02,joint_upper_limit_03,joint_upper_limit_04,joint_upper_limit_05,joint_upper_limit_06,joint_upper_limit_07,joint_upper_limit_08,joint_upper_limit_09,joint_upper_limit_10,joint_upper_limit_11,motor_direction_sign_00,motor_direction_sign_01,motor_direction_sign_02,motor_direction_sign_03,motor_direction_sign_04,motor_direction_sign_05,motor_direction_sign_06,motor_direction_sign_07,motor_direction_sign_08,motor_direction_sign_09,motor_direction_sign_10,motor_direction_sign_11
1,4.939999999999917,0.02,0.02,0.02,5.02581815700978,1784372036.117457,WALK,gap_settle,scripted_gap_test,AUTO_NEUTRAL_SETTLE,0.0,0.0,0.0,0.25,1,0.0,-8.446115022763075e-05,-0.0009412393345071907,2.026894985603036e-05,-0.022816179965790575,0.002157307171928931,-0.9997373494861214,0.004382655931157639,-0.0001117165478573585,-0.0009348747556188041,-0.001074819146394992,-0.011409207717541251,0.0003422744502778823,0.9999342766358511,-0.002157870589314746,-0.022818160030157575,0.0007092142636643392,1.2662899971473962,-0.004382655931157639,-0.004382655931157639,0.6588114245284376,84.0057467780864,84.0057467780864,29.231100368607567,0,0.0,0.0,0.0,-8.446115022763075e-05,-0.0009412393345071907,2.026894985603036e-05,-0.022816179965790575,0.002157307171928931,-0.9997373494861214,0.0,0.0,0.0,-0.13689990628359253,0.13654616703174038,0.0791681242160756,-0.07753366274272241,-0.07240564010018452,0.06896008871013735,-0.058311910016236486,0.05675896015159071,0.13303253595060105,-0.1326013805309399,0.09303674749596168,-0.09266320303567027,-0.014263595636174036,0.013816013092631132,0.006730666423643066,-0.005982937053048451,0.00436925236830517,-0.004363134944559204,0.009717811900477092,-0.010611444333668134,-0.005535212870329725,0.00542567268975741,-0.0009087955390132991,0.000662062770429909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9840348958969116,-0.2328144907951355,-0.6674078106880188,0.6758812069892883,-0.27009880542755127,0.4684903919696808,0.2027381956577301,-0.3520514965057373,-0.9132400751113892,2.055722236633301,-1.6094722747802734,2.2645928859710693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2460087239742279,-0.058203622698783875,-0.1668519526720047,0.16897030174732208,-0.06752470135688782,0.1171225979924202,0.050684548914432526,-0.08801287412643433,-0.2283100187778473,0.5139305591583252,-0.40236806869506836,0.5661482214927673,0.2460087239742279,-0.058203622698783875,-0.1668519526720047,0.16897030174732208,-0.06752470135688782,0.1171225979924202,0.050684548914432526,-0.08801287412643433,-0.2283100187778473,0.5139305591583252,-0.40236806869506836,0.5661482214927673,0.2460087239742279,-0.058203622698783875,-0.1668519526720047,0.16897030174732208,-0.06752470135688782,0.1171225979924202,0.050684548914432526,-0.08801287412643433,-0.2283100187778473,0.5139305591583252,-0.40236806869506836,0.5661482214927673,-0.13689990628359253,0.13654616703174038,0.0791681242160756,-0.07753366274272241,-0.07240564010018452,0.06896008871013735,-0.058311910016236486,0.05675896015159071,0.13303253595060105,-0.1326013805309399,0.09303674749596168,-0.09266320303567027,-0.014263595636174036,0.013816013092631132,0.006730666423643066,-0.005982937053048451,0.00436925236830517,-0.004363134944559204,0.009717811900477092,-0.010611444333668134,-0.005535212870329725,0.00542567268975741,-0.0009087955390132991,0.000662062770429909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,130.0,130.0,110.0,110.0,130.0,130.0,110.0,110.0,5.0,5.0,5.0,5.0,8.0,8.0,6.5,6.5,8.0,8.0,6.5,6.5,30.704008398806504,-15.649063243905097,-19.71525948316464,19.750231844468804,0.5995680176821301,6.2960312862532435,11.92644470502049,-15.85592738241391,-46.93025041173565,84.0057467780864,-54.48862261000972,72.46495329012033,-75.0,-75.0,-60.0,-60.0,-120.0,-120.0,-90.0,-90.0,-130.0,-130.0,-95.0,-95.0,75.0,75.0,60.0,60.0,120.0,120.0,90.0,90.0,130.0,130.0,95.0,95.0,30.704008398806504,-15.649063243905097,-19.71525948316464,19.750231844468804,0.5995680176821301,6.2960312862532435,11.92644470502049,-15.85592738241391,-46.93025041173565,84.0057467780864,-54.48862261000972,72.46495329012033,15.108330672052922,-15.067869236808779,-8.731712544019736,8.549372807797907,13.00890656483326,-12.388753876235112,10.439912546245784,-10.154936108157619,-29.231100368607567,29.136880086139886,-20.462366210165307,20.381816098525007,0,0,0,0,0,0,0,0,0,0,0,0,-0.79,-0.79,-0.79,-0.79,-1.68,-1.68,-1.68,-1.68,0.0,-1.56,0.0,-1.56,0.79,0.79,0.79,0.79,1.68,1.68,1.68,1.68,1.56,0.0,1.56,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,4.9599999999999165,0.019999999999999574,0.02,0.020524380001006648,5.046342977002496,1784372036.1379817,WALK,gap_settle,scripted_gap_test,AUTO_NEUTRAL_SETTLE,0.0,0.0,0.0,0.25,1,0.0,-0.3137650843528296,0.02626537114127262,-0.09590238901410435,-0.0224430410244084,0.005385533337786662,-0.9997336174903017,-0.06471198910494397,0.038987760408007076,0.30290571352351053,-0.0026937718157904727,-0.011222069695637426,-7.358181054038213e-05,0.9999333994476179,-0.005386916223924998,-0.022444925507804747,-8.671627170316314e-05,0.5764120141975582,0.06471198910494397,-0.06471198910494397,0.6648097355865908,57.927144975965604,57.927144975965604,62.048660974281816,0,0.0,0.0,0.0,-0.3137650843528296,0.02626537114127262,-0.09590238901410435,-0.0224430410244084,0.005385533337786662,-0.9997336174903017,0.0,0.0,0.0,-0.1390530794168328,0.13364482819985024,0.08386711061356164,-0.07254747606604801,-0.08235913736088209,0.0888709578882424,-0.06980295589601372,0.07334304298474646,0.1153998934490999,-0.09782089621071591,0.07207979378745051,-0.06386879282230863,-0.06525389053413483,-0.15598865495815328,0.28685823850675624,0.3367996605858165,-0.7629760321548831,1.505479722299896,-0.9642508012135895,1.3292069856431512,-1.4049636797427127,2.6445888796440453,-1.8198722433717025,2.3387578367014443,0.9840348958969116,-0.2328144907951355,-0.6674078106880188,0.6758812069892883,-0.27009880542755127,0.4684903919696808,0.2027381956577301,-0.3520514965057373,-0.9132400751113892,2.055722236633301,-1.6094722747802734,2.2645928859710693,1.7175406217575073,-0.1752675175666809,-0.7472282648086548,0.6663703322410583,-0.33042752742767334,0.39469537138938904,0.1064969077706337,-0.7957042455673218,-0.8123415112495422,1.6058675050735474,-2.0170483589172363,2.403763771057129,0.9840348958969116,-0.2328144907951355,-0.6674078106880188,0.6758812069892883,-0.27009880542755127,0.4684903919696808,0.2027381956577301,-0.3520514965057373,-0.9132400751113892,2.055722236633301,-1.6094722747802734,2.2645928859710693,0.42938515543937683,-0.04381687939167023,-0.1868070662021637,0.1665925830602646,-0.08260688185691833,0.09867384284734726,0.026624226942658424,-0.19892606139183044,-0.20308537781238556,0.40146687626838684,-0.5042620897293091,0.6009409427642822,0.42938515543937683,-0.04381687939167023,-0.1868070662021637,0.1665925830602646,-0.08260688185691833,0.09867384284734726,0.026624226942658424,-0.19892606139183044,-0.20308537781238556,0.40146687626838684,-0.5042620897293091,0.6009409427642822,0.42938515543937683,-0.04381687939167023,-0.1868070662021637,0.1665925830602646,-0.08260688185691833,0.09867384284734726,0.026624226942658424,-0.19892606139183044,-0.20308537781238556,0.40146687626838684,-0.5042620897293091,0.6009409427642822,-0.1390530794168328,0.13364482819985024,0.08386711061356164,-0.07254747606604801,-0.08235913736088209,0.0888709578882424,-0.06980295589601372,0.07334304298474646,0.1153998934490999,-0.09782089621071591,0.07207979378745051,-0.06386879282230863,-0.06525389053413483,-0.15598865495815328,0.28685823850675624,0.3367996605858165,-0.7629760321548831,1.505479722299896,-0.9642508012135895,1.3292069856431512,-1.4049636797427127,2.6445888796440453,-1.8198722433717025,2.3387578367014443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,130.0,130.0,110.0,110.0,130.0,130.0,110.0,110.0,5.0,5.0,5.0,5.0,8.0,8.0,6.5,6.5,8.0,8.0,6.5,6.5,45.80132824116744,-13.416993332530872,-23.08822533779181,17.447206427175924,6.071601472754352,-10.769462733715535,16.874620320142267,-38.58944688810394,-30.16337582605141,43.750699385130986,-51.568437604927496,57.927144975965604,-75.0,-75.0,-60.0,-60.0,-120.0,-120.0,-90.0,-90.0,-130.0,-130.0,-95.0,-95.0,75.0,75.0,60.0,60.0,120.0,120.0,90.0,90.0,130.0,130.0,95.0,95.0,45.80132824116744,-13.416993332530872,-23.08822533779181,17.447206427175924,6.071601472754352,-10.769462733715535,16.874620320142267,-38.58944688810394,-30.16337582605141,43.750699385130986,-51.568437604927496,57.927144975965604,31.34112450908365,-14.500383938084788,-21.436336385729838,17.80350301596824,6.993680220790114,-6.345180270824674,18.10997086688722,-24.629915219801603,-35.65016753387053,62.048660974281816,-43.28679167927609,57.358386564954245,0,0,0,0,0,0,0,0,0,0,0,0,-0.79,-0.79,-0.79,-0.79,-1.68,-1.68,-1.68,-1.68,0.0,-1.56,0.0,-1.56,0.79,0.79,0.79,0.79,1.68,1.68,1.68,1.68,1.56,0.0,1.56,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,4.979999999999916,0.019999999999999574,0.02,0.01990238399594091,5.066244526009541,1784372036.1578832,WALK,gap_settle,scripted_gap_test,AUTO_NEUTRAL_SETTLE,0.0,0.0,0.0,0.25,1,0.0,0.4759720157317863,-0.19377475872510944,-0.166641616454273,-0.02390389733819215,0.004058191324375592,-0.9997060241767179,-0.05509121848213182,0.10076989705574527,0.4467616775433097,-0.0020456960882456747,-0.011950022558795521,-0.0013764104811456492,0.9999255560203206,-0.00405936238788667,-0.023906174356840948,-0.0027044998795535628,0.4349990049377084,0.05509121848213182,-0.05509121848213182,0.6377878248427806,51.05273518133435,51.05273518133435,50.821953810494335,0,0.0,0.0,0.0,0.4759720157317863,-0.19377475872510944,-0.166641616454273,-0.02390389733819215,0.004058191324375592,-0.9997060241767179,0.0,0.0,0.0,-0.12732453475906508,0.1430143918721176,0.07771818120057676,-0.07683896785853837,-0.09620419744907413,0.11175989069065305,-0.09704300396107235,0.10007908837731838,0.08419287587893377,-0.05488439095834375,0.013778386185796652,-0.011412805292457142,0.9124038013482129,0.777347352651661,-0.5770329454176099,-0.44886959504984403,-0.5850717470045365,0.970765796026469,-1.57396115157462,1.3975700417148877,-1.5925333675819004,1.9681976774429963,-3.5859421707482526,2.9390654694417733,1.7175406217575073,-0.1752675175666809,-0.7472282648086548,0.6663703322410583,-0.33042752742767334,0.39469537138938904,0.1064969077706337,-0.7957042455673218,-0.8123415112495422,1.6058675050735474,-2.0170483589172363,2.403763771057129,1.6932183504104614,-0.4008391499519348,-0.42208167910575867,0.8251027464866638,-0.3119804263114929,0.4344561994075775,0.17297464609146118,-0.9971688985824585,-0.6769437193870544,1.3603301048278809,-1.5398337841033936,2.505500078201294,1.7175406217575073,-0.1752675175666809,-0.7472282648086548,0.6663703322410583,-0.33042752742767334,0.39469537138938904,0.1064969077706337,-0.7957042455673218,-0.8123415112495422,1.6058675050735474,-2.0170483589172363,2.403763771057129,0.42330458760261536,-0.1002097874879837,-0.10552041977643967,0.20627568662166595,-0.07799510657787323,0.10861404985189438,0.043243661522865295,-0.24929222464561462,-0.1692359298467636,0.3400825262069702,-0.3849584460258484,0.6263750195503235,0.42330458760261536,-0.1002097874879837,-0.10552041977643967,0.20627568662166595,-0.07799510657787323,0.10861404985189438,0.043243661522865295,-0.24929222464561462,-0.1692359298467636,0.3400825262069702,-0.3849584460258484,0.6263750195503235,0.42330458760261536,-0.1002097874879837,-0.10552041977643967,0.20627568662166595,-0.07799510657787323,0.10861404985189438,0.043243661522865295,-0.24929222464561462,-0.1692359298467636,0.3400825262069702,-0.3849584460258484,0.6263750195503235,-0.12732453475906508,0.1430143918721176,0.07771818120057676,-0.07683896785853837,-0.09620419744907413,0.11175989069065305,-0.09704300396107235,0.10007908837731838,0.08419287587893377,-0.05488439095834375,0.013778386185796652,-0.011412805292457142,0.9124038013482129,0.777347352651661,-0.5770329454176099,-0.44886959504984403,-0.5850717470045365,0.970765796026469,-1.57396115157462,1.3975700417148877,-1.5925333675819004,1.9681976774429963,-3.5859421707482526,2.9390654694417733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,130.0,130.0,110.0,110.0,130.0,130.0,110.0,110.0,5.0,5.0,5.0,5.0,8.0,8.0,6.5,6.5,8.0,8.0,6.5,6.5,39.488310782193366,-23.344671112066408,-11.773923351073265,24.893520333665567,7.047755789292409,-8.17508567725038,25.662280688468172,-47.515049703669405,-20.205477803685454,35.600117811946845,-20.552427433417307,51.05273518133435,-75.0,-75.0,-60.0,-60.0,-120.0,-120.0,-90.0,-90.0,-130.0,-130.0,-95.0,-95.0,75.0,75.0,60.0,60.0,120.0,120.0,90.0,90.0,130.0,130.0,95.0,95.0,39.488310782193366,-23.344671112066408,-11.773923351073265,24.893520333665567,7.047755789292409,-8.17508567725038,25.662280688468172,-47.515049703669405,-20.205477803685454,35.600117811946845,-20.552427433417307,51.05273518133435,40.739027684809535,-18.153379503510283,-18.775826575328786,21.344710809768003,6.538883735279501,-9.175009391137664,22.610020639066743,-40.973265392861535,-25.528601273793136,44.71199772481977,-37.037201603449674,50.821953810494335,0,0,0,0,0,0,0,0,0,0,0,0,-0.79,-0.79,-0.79,-0.79,-1.68,-1.68,-1.68,-1.68,0.0,-1.56,0.0,-1.56,0.79,0.79,0.79,0.79,1.68,1.68,1.68,1.68,1.56,0.0,1.56,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4.999999999999916,0.019999999999999574,0.02,0.02005615900270641,5.086298767011613,1784372036.1779373,WALK,gap_settle,scripted_gap_test,AUTO_NEUTRAL_SETTLE,0.0,0.0,0.0,0.25,1,0.0,0.18564593209968056,-0.14063682820416104,-0.23387027336491412,-0.028147291392022034,-0.002930977165363455,-0.9995994894757346,0.002597846435399162,0.11256558532413659,0.3759138104016258,0.0014184607332116982,-0.014079887474023667,-0.0033507261609666008,0.9998942530948275,0.0029321431198806244,-0.02815100942688531,-0.006743410116694338,0.35786599619314075,-0.002597846435399162,-0.002597846435399162,0.4876391343931544,38.66786081524089,38.66786081524089,59.32287592562638,0,0.0,0.0,0.0,0.18564593209968056,-0.14063682820416104,-0.23387027336491412,-0.028147291392022034,-0.002930977165363455,-0.9995994894757346,0.0,0.0,0.0,-0.11359656380218151,0.15375721430534564,0.06933549171302533,-0.07848991966020942,-0.10462053354769621,0.1315698763772699,-0.11157920417836435,0.1162097416030372,0.05809803138415234,-0.014930335506316545,-0.02702424176087705,0.02666975116233495,0.6165976571442316,0.45631386358420334,-0.42653870215168427,0.1302334926586352,-0.3776092373476,1.0446730725769646,0.1034594466673856,0.11891777859848252,-1.1891140945513996,2.028005566530179,-0.556878242276987,0.6339680452262986,1.6932183504104614,-0.4008391499519348,-0.42208167910575867,0.8251027464866638,-0.3119804263114929,0.4344561994075775,0.17297464609146118,-0.9971688985824585,-0.6769437193870544,1.3603301048278809,-1.5398337841033936,2.505500078201294,1.4961702823638916,-0.9498569369316101,-0.7309409976005554,0.9367935061454773,-0.4890771210193634,0.38317397236824036,0.017064876854419708,-0.9131572246551514,-0.6969282031059265,1.3927841186523438,-1.7035073041915894,2.43678617477417,1.6932183504104614,-0.4008391499519348,-0.42208167910575867,0.8251027464866638,-0.3119804263114929,0.4344561994075775,0.17297464609146118,-0.9971688985824585,-0.6769437193870544,1.3603301048278809,-1.5398337841033936,2.505500078201294,0.3740425705909729,-0.23746423423290253,-0.18273524940013885,0.23419837653636932,-0.12226928025484085,0.09579349309206009,0.004266219213604927,-0.22828930616378784,-0.17423205077648163,0.34819602966308594,-0.42587682604789734,0.6091965436935425,0.3740425705909729,-0.23746423423290253,-0.18273524940013885,0.23419837653636932,-0.12226928025484085,0.09579349309206009,0.004266219213604927,-0.22828930616378784,-0.17423205077648163,0.34819602966308594,0.001,-0.001,0.3740425705909729,-0.23746423423290253,-0.18273524940013885,0.23419837653636932,-0.12226928025484085,0.09579349309206009,0.004266219213604927,-0.22828930616378784,-0.17423205077648163,0.34819602966308594,0.001,-0.001,-0.11359656380218151,0.15375721430534564,0.06933549171302533,-0.07848991966020942,-0.10462053354769621,0.1315698763772699,-0.11157920417836435,0.1162097416030372,0.05809803138415234,-0.014930335506316545,-0.02702424176087705,0.02666975116233495,0.6165976571442316,0.45631386358420334,-0.42653870215168427,0.1302334926586352,-0.3776092373476,1.0446730725769646,0.1034594466673856,0.11891777859848252,-1.1891140945513996,2.028005566530179,-0.556878242276987,0.6339680452262986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,130.0,130.0,110.0,110.0,130.0,130.0,110.0,110.0,5.0,5.0,5.0,5.0,8.0,8.0,6.5,6.5,8.0,8.0,6.5,6.5,35.9281424657312,-33.57928520098087,-18.032965778294713,24.36389623243312,0.7265368268519965,-13.008314407692994,12.070510169778615,-38.66786081524089,-20.689997924471218,30.982382939780894,6.702375168496891,-7.164464921827785,-75.0,-75.0,-60.0,-60.0,-120.0,-120.0,-90.0,-90.0,-130.0,-130.0,-95.0,-95.0,75.0,75.0,60.0,60.0,120.0,120.0,90.0,90.0,130.0,130.0,95.0,95.0,35.9281424657312,-33.57928520098087,-18.032965778294713,24.36389623243312,0.7265368268519965,-13.008314407692994,12.070510169778615,-38.66786081524089,-20.689997924471218,30.982382939780894,6.702375168496891,-7.164464921827785,40.04299770846094,-22.504496209972945,-12.077978121350283,22.517870112527124,6.376142108089859,-10.523757832086302,18.295171193135083,-42.48066407836333,-20.44520257764771,31.268674182598126,-32.857989204770014,59.32287592562638,0,0,0,0,0,0,0,0,0,0,0,0,-0.79,-0.79,-0.79,-0.79,-1.68,-1.68,-1.68,-1.68,0.0,-1.56,0.0,-1.56,0.79,0.79,0.79,0.79,1.68,1.68,1.68,1.68,1.56,0.0,1.56,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5.014999999999915,0.01499999999999968,0.02,0.020134513004450127,5.1064335760020185,1784372036.198072,WALK,gap_settle,scripted_gap_test,AUTO_NEUTRAL_SETTLE,0.0,0.0,0.0,0.25,1,0.0,0.16756672725558505,-0.012789406077949048,-0.21364190441921135,-0.02904736979533608,-0.005142457775812136,-0.9995648080219698,0.04391659174161909,0.10521641949149116,0.28236981481053597,0.0024970361205869217,-0.014538252977152154,-0.005124222399900563,0.9998780657439101,0.005144651317489176,-0.029051456131943043,-0.010324340084430679,0.3972710110247135,-0.04391659174161909,-0.04391659174161909,0.6075181886204802,50.532614528310944,50.532614528310944,35.64332014806397,0,0.0,0.0,0.0,0.16756672725558505,-0.012789406077949048,-0.21364190441921135,-0.02904736979533608,-0.005142457775812136,-0.9995648080219698,0.0,0.0,0.0,-0.10489561194135812,0.1596367582329833,0.058260277388526564,-0.07052275835623832,-0.11133102619037201,0.14515285744267808,-0.10269858743824327,0.10065003258874558,0.03973461873595194,0.010838353058525926,-0.016111043766740378,0.007467301083930881,0.6051648770596834,0.3862318877345049,-1.1708398210165285,0.8634740235119331,-0.39921578447603084,0.4798126869097722,0.7878998774490397,-1.7321749408840539,-1.1300671437034193,0.9764099792781331,0.7146430974359708,-1.1565285860863483,1.4961702823638916,-0.9498569369316101,-0.7309409976005554,0.9367935061454773,-0.4890771210193634,0.38317397236824036,0.017064876854419708,-0.9131572246551514,-0.6969282031059265,1.3927841186523438,-1.7035073041915894,2.43678617477417,1.2825628519058228,-1.7915257215499878,-1.4183646440505981,0.4371406137943268,-0.6832973957061768,0.28098583221435547,-0.10640590637922287,-0.23927685618400574,-0.9944515824317932,1.2381870746612549,-2.0804240703582764,1.9841538667678833,1.4961702823638916,-0.9498569369316101,-0.7309409976005554,0.9367935061454773,-0.4890771210193634,0.38317397236824036,0.017064876854419708,-0.9131572246551514,-0.6969282031059265,1.3927841186523438,-1.7035073041915894,2.43678617477417,0.3206407129764557,-0.44788143038749695,-0.35459116101264954,0.1092851534485817,-0.1708243489265442,0.07024645805358887,-0.026601476594805717,-0.059819214046001434,-0.2486128956079483,0.3095467686653137,-0.5201060175895691,0.4960384666919708,0.3206407129764557,-0.44788143038749695,-0.35459116101264954,0.1092851534485817,-0.1708243489265442,0.07024645805358887,-0.026601476594805717,-0.059819214046001434,-0.2486128956079483,-0.001,0.001,-0.001,0.3206407129764557,-0.44788143038749695,-0.35459116101264954,0.1092851534485817,-0.1708243489265442,0.07024645805358887,-0.026601476594805717,-0.059819214046001434,-0.2486128956079483,-0.001,0.001,-0.001,-0.10489561194135812,0.1596367582329833,0.058260277388526564,-0.07052275835623832,-0.11133102619037201,0.14515285744267808,-0.10269858743824327,0.10065003258874558,0.03973461873595194,0.010838353058525926,-0.016111043766740378,0.007467301083930881,0.6051648770596834,0.3862318877345049,-1.1708398210165285,0.8634740235119331,-0.39921578447603084,0.4798126869097722,0.7878998774490397,-1.7321749408840539,-1.1300671437034193,0.9764099792781331,0.7146430974359708,-1.1565285860863483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,130.0,130.0,110.0,110.0,130.0,130.0,110.0,110.0,5.0,5.0,5.0,5.0,8.0,8.0,6.5,6.5,8.0,8.0,6.5,6.5,31.017081608126684,-50.532614528310944,-27.173915967011446,10.067262826825937,-4.540405679894137,-13.576333415859775,3.249332989359372,-6.3924800140758204,-28.44463971507968,-9.350265731833435,-2.762965318992368,6.586032690328867,-75.0,-75.0,-60.0,-60.0,-120.0,-120.0,-90.0,-90.0,-130.0,-130.0,-95.0,-95.0,75.0,75.0,60.0,60.0,120.0,120.0,90.0,90.0,130.0,130.0,95.0,95.0,31.017081608126684,-50.532614528310944,-27.173915967011446,10.067262826825937,-4.540405679894137,-13.576333415859775,3.249332989359372,-6.3924800140758204,-28.44463971507968,-9.350265731833435,-2.762965318992368,6.586032690328867,35.64332014806397,-33.52395128119601,-15.281422780882744,21.463184609318485,1.886003057992025,-12.304594333296308,7.576793799237975,-28.230137459271994,-18.87027354597111,32.647629824939045,-3.6064460226631185,8.406528628244185,0,0,0,0,0,0,0,0,0,0,0,0,-0.79,-0.79,-0.79,-0.79,-1.68,-1.68,-1.68,-1.68,0.0,-1.56,0.0,-1.56,0.79,0.79,0.79,0.79,1.68,1.68,1.68,1.68,1.56,0.0,1.56,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
