step,sim_time,command_vx,command_vy,command_yaw,command_label,command_segment_id,command_hold_time_s,command_hold_steps,is_forward,is_backward,is_left,is_right,is_yaw_left,is_yaw_right,is_stop,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,projected_gravity_x,projected_gravity_y,projected_gravity_z,action_abs_max,q_abs_max,qd_abs_max,obs_000,obs_001,obs_002,obs_003,obs_004,obs_005,obs_006,obs_007,obs_008,obs_009,obs_010,obs_011,obs_012,obs_013,obs_014,obs_015,obs_016,obs_017,obs_018,obs_019,obs_020,obs_021,obs_022,obs_023,obs_024,obs_025,obs_026,obs_027,obs_028,obs_029,obs_030,obs_031,obs_032,obs_033,obs_034,obs_035,obs_036,obs_037,obs_038,obs_039,obs_040,obs_041,obs_042,obs_043,obs_044,obs_045,obs_046,obs_047,action_00,action_01,action_02,action_03,action_04,action_05,action_06,action_07,action_08,action_09,action_10,action_11
349,6.98,0.0,0.0,0.0,stop,2,0.5,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014485449530184269,-0.0038735379930585623,-0.00244088564068079,0.0041960459202528,-0.005616874434053898,0.013492118567228317,0.0078495554625988,0.01933835819363594,-0.9997822046279907,1.4782443046569824,0.14487890899181366,0.026095440611243248,0.0,0.0,0.0,0.0041960459202528,-0.005616874434053898,0.013492118567228317,0.0078495554625988,0.01933835819363594,-0.9997822046279907,0.0,0.0,0.0,0.11222202330827713,-0.14487890899181366,-0.017058927565813065,0.10429928451776505,0.0020504998974502087,0.07024168968200684,0.013231887482106686,-0.02516232803463936,0.0030666578095406294,-6.17479017819278e-05,0.0001671915379120037,-0.0022699914406985044,-0.012202057987451553,0.009839633479714394,-0.007810048758983612,-0.008161850273609161,-0.012992837466299534,-0.00030375528149306774,-0.026095440611243248,0.015813879668712616,0.018007952719926834,-0.004370220471173525,-0.002303567249327898,0.0011330386623740196,0.3623877763748169,-0.5311335325241089,-0.050611309707164764,0.5232744812965393,0.023833390325307846,0.16524437069892883,-0.17207708954811096,0.2695685625076294,-1.2021050453186035,0.52167147397995,-0.8907089233398438,1.4752905368804932,0.35845160484313965,-0.5326587557792664,-0.048085473477840424,0.5206880569458008,0.030804570764303207,0.15941548347473145,-0.16809183359146118,0.2647233307361603,-1.206769347190857,0.5236733555793762,-0.8908755779266357,1.4782443046569824
350,7.0,0.0,0.0,0.0,stop,2,0.5200000000000005,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014294816181063652,-0.0041785030625760555,-0.002397197298705578,0.004104533698409796,-0.005573639180511236,0.013437030836939812,0.007799195591360331,0.019185282289981842,-0.9997855424880981,1.479421854019165,0.14508004486560822,0.026177048683166504,0.0,0.0,0.0,0.004104533698409796,-0.005573639180511236,0.013437030836939812,0.007799195591360331,0.019185282289981842,-0.9997855424880981,0.0,0.0,0.0,0.11189693957567215,-0.14508004486560822,-0.017369400709867477,0.10399303585290909,0.0015033440431579947,0.07005336880683899,0.012648926116526127,-0.02484677918255329,0.0030725018586963415,-6.131602276582271e-05,0.00017172844673041254,-0.002275724895298481,-0.0126774488016963,0.00966560747474432,-0.007192191667854786,-0.007550593465566635,-0.013950515538454056,-0.0005661584436893463,-0.026177048683166504,0.015453178435564041,0.016446638852357864,-0.004727833904325962,-0.0028969687409698963,0.001092300284653902,0.35845160484313965,-0.5326587557792664,-0.048085473477840424,0.5206880569458008,0.030804570764303207,0.15941548347473145,-0.16809183359146118,0.2647233307361603,-1.206769347190857,0.5236733555793762,-0.8908755779266357,1.4782443046569824,0.3583536148071289,-0.5333296060562134,-0.04497986286878586,0.5187827348709106,0.03234725818037987,0.15706408023834229,-0.1669687032699585,0.26469212770462036,-1.2069743871688843,0.5240751504898071,-0.8908488750457764,1.479421854019165
351,7.0200000000000005,0.0,0.0,0.0,stop,2,0.54,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014110195450484753,-0.004244520328938961,-0.002350949915125966,0.0037705996073782444,-0.005381166934967041,0.013153248466551304,0.007747773081064224,0.01902659423649311,-0.9997889399528503,1.4802114963531494,0.14527525007724762,0.02582564949989319,0.0,0.0,0.0,0.0037705996073782444,-0.005381166934967041,0.013153248466551304,0.007747773081064224,0.01902659423649311,-0.9997889399528503,0.0,0.0,0.0,0.1115771159529686,-0.14527525007724762,-0.0176753718405962,0.1036907434463501,0.000964400649536401,0.06985241174697876,0.012067354284226894,-0.024541186168789864,0.0030731738079339266,-6.0338323237374425e-05,0.00015885419270489365,-0.002286838134750724,-0.012812815606594086,0.008927527815103531,-0.006500793620944023,-0.006871553137898445,-0.01428159885108471,-0.0004060335922986269,-0.02582564949989319,0.01527663879096508,0.015617412514984608,-0.004302880726754665,-0.0025152801536023617,0.0009823814034461975,0.3583536148071289,-0.5333296060562134,-0.04497986286878586,0.5187827348709106,0.03234725818037987,0.15706408023834229,-0.1669687032699585,0.26469212770462036,-1.2069743871688843,0.5240751504898071,-0.8908488750457764,1.479421854019165,0.3585529923439026,-0.533793568611145,-0.04127620905637741,0.5163402557373047,0.032329585403203964,0.15497082471847534,-0.1667904555797577,0.2655165195465088,-1.206750750541687,0.5240550637245178,-0.8907347917556763,1.4802114963531494
352,7.04,0.0,0.0,0.0,stop,2,0.5600000000000005,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013917077332735062,-0.0037284845020622015,-0.002356644021347165,0.007570627145469189,-0.0059753782115876675,0.013407952152192593,0.0076975272968411446,0.01889447122812271,-0.9997918605804443,1.4784636497497559,0.14548100531101227,0.027360577136278152,0.0,0.0,0.0,0.007570627145469189,-0.0059753782115876675,0.013407952152192593,0.0076975272968411446,0.01889447122812271,-0.9997918605804443,0.0,0.0,0.0,0.11123375594615936,-0.14548100531101227,-0.017967572435736656,0.10340198129415512,0.00042868207674473524,0.06965653598308563,0.011503339745104313,-0.024229608476161957,0.003079270478338003,-6.067475624149665e-05,0.00015754360356368124,-0.002272551879286766,-0.005697592161595821,0.015539758838713169,-0.011838431470096111,-0.011447206139564514,-0.003577619791030884,-0.003494681790471077,-0.024874581024050713,0.012969477102160454,0.027360577136278152,-0.009537302888929844,-0.004738003481179476,-0.0005651398096233606,0.3585529923439026,-0.533793568611145,-0.04127620905637741,0.5163402557373047,0.032329585403203964,0.15497082471847534,-0.1667904555797577,0.2655165195465088,-1.206750750541687,0.5240550637245178,-0.8907347917556763,1.4802114963531494,0.35950297117233276,-0.5328832268714905,-0.03196939080953598,0.517888069152832,0.027782168239355087,0.1537562608718872,-0.16892796754837036,0.26941949129104614,-1.2056524753570557,0.5208629369735718,-0.8911770582199097,1.4784636497497559
353,7.0600000000000005,0.0,0.0,0.0,stop,2,0.5800000000000001,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014124169014394283,-0.004211870022118092,-0.0023784306831657887,0.0038721084129065275,-0.0054544201120734215,0.013351818546652794,0.007648969069123268,0.018757136538624763,-0.9997947812080383,1.480567216873169,0.14567679166793823,0.025894997641444206,0.0,0.0,0.0,0.0038721084129065275,-0.0054544201120734215,0.013351818546652794,0.007648969069123268,0.018757136538624763,-0.9997947812080383,0.0,0.0,0.0,0.1108943447470665,-0.14567679166793823,-0.01825854368507862,0.10311482101678848,-0.00012046493066009134,0.06945893913507462,0.010934416204690933,-0.02391872927546501,0.003077199449762702,-6.113942799856886e-05,0.00017312538693659008,-0.002277167746797204,-0.012868000194430351,0.009302310645580292,-0.006824368145316839,-0.007158359512686729,-0.013842067681252956,-0.0005114816594868898,-0.025894997641444206,0.0153054129332304,0.01614050567150116,-0.004578915424644947,-0.0027428679168224335,0.0011903923004865646,0.35950297117233276,-0.5328832268714905,-0.03196939080953598,0.517888069152832,0.027782168239355087,0.1537562608718872,-0.16892796754837036,0.26941949129104614,-1.2056524753570557,0.5208629369735718,-0.8911770582199097,1.4784636497497559,0.3593239188194275,-0.5331920385360718,-0.0287946704775095,0.5141010880470276,0.030572887510061264,0.14929896593093872,-0.16697320342063904,0.26747676730155945,-1.206312894821167,0.5229485630989075,-0.891027569770813,1.480567216873169
354,7.08,0.0,0.0,0.0,stop,2,0.6000000000000005,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01392605621367693,-0.004254040773957968,-0.0024677454493939877,0.006053668446838856,-0.00602828711271286,0.013399412855505943,0.0075964173302054405,0.018614958971738815,-0.9997978806495667,1.4824726581573486,0.1458713412284851,0.025674939155578613,0.0,0.0,0.0,0.006053668446838856,-0.00602828711271286,0.013399412855505943,0.0075964173302054405,0.018614958971738815,-0.9997978806495667,0.0,0.0,0.0,0.11055989563465118,-0.1458713412284851,-0.01854606717824936,0.10283224284648895,-0.0006432714872062206,0.06925023347139359,0.010364316403865814,-0.023613834753632545,0.0030964636243879795,-5.964903539279476e-05,0.00016751504153944552,-0.0022796010598540306,-0.013205328024923801,0.01167980581521988,-0.009276493452489376,-0.00898075569421053,-0.018800141289830208,-0.002770952880382538,-0.025674939155578613,0.013724648393690586,0.012882741168141365,-0.008746773935854435,-0.005669135134667158,0.0008455335628241301,0.3593239188194275,-0.5331920385360718,-0.0287946704775095,0.5141010880470276,0.030572887510061264,0.14929896593093872,-0.16697320342063904,0.26747676730155945,-1.206312894821167,0.5229485630989075,-0.891027569770813,1.480567216873169,0.3585657477378845,-0.532954216003418,-0.025687718763947487,0.5109870433807373,0.033245112746953964,0.14724934101104736,-0.1653897762298584,0.2670820951461792,-1.2063575983047485,0.5244676470756531,-0.8897438049316406,1.4824726581573486
355,7.1000000000000005,0.0,0.0,0.0,stop,2,0.6200000000000001,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013734139502048492,-0.004245288670063019,-0.002371852518990636,0.003657462541013956,-0.00560436537489295,0.013258418068289757,0.007546855602413416,0.018468761816620827,-0.999800980091095,1.4826749563217163,0.14606288075447083,0.02503925748169422,0.0,0.0,0.0,0.003657462541013956,-0.00560436537489295,0.013258418068289757,0.007546855602413416,0.018468761816620827,-0.999800980091095,0.0,0.0,0.0,0.11023125052452087,-0.14606288075447083,-0.01883135363459587,0.10255127400159836,-0.0011709898244589567,0.06903724372386932,0.009799287654459476,-0.023317771032452583,0.003091020742431283,-5.963797229924239e-05,0.00015726874698884785,-0.00229015969671309,-0.01351974532008171,0.009169042110443115,-0.006855464540421963,-0.006728201173245907,-0.01871001161634922,-0.0014157721307128668,-0.02503925748169422,0.014470065012574196,0.010128496214747429,-0.005938518792390823,-0.004235536325722933,0.001673862338066101,0.3585657477378845,-0.532954216003418,-0.025687718763947487,0.5109870433807373,0.033245112746953964,0.14724934101104736,-0.1653897762298584,0.2670820951461792,-1.2063575983047485,0.5244676470756531,-0.8897438049316406,1.4824726581573486,0.35825079679489136,-0.5328193306922913,-0.021090412512421608,0.5089859962463379,0.033324774354696274,0.14530211687088013,-0.16547369956970215,0.2670702636241913,-1.2066657543182373,0.5244560241699219,-0.8902525901794434,1.4826749563217163
356,7.12,0.0,0.0,0.0,stop,2,0.6400000000000006,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01338481530547142,-0.004094975534826517,-0.002474104519933462,0.00517530832439661,-0.006299511529505253,0.013176129199564457,0.007496858946979046,0.018340691924095154,-0.9998036623001099,1.4822072982788086,0.14626005291938782,0.024671219289302826,0.0,0.0,0.0,0.00517530832439661,-0.006299511529505253,0.013176129199564457,0.007496858946979046,0.018340691924095154,-0.9998036623001099,0.0,0.0,0.0,0.10988388955593109,-0.14626005291938782,-0.01911124959588051,0.10227753967046738,-0.0016939073102548718,0.06882352381944656,0.00926037598401308,-0.023020118474960327,0.0030956983100622892,-5.991592843201943e-05,0.00016310715000145137,-0.0022816306445747614,-0.011558287777006626,0.011612532660365105,-0.008434809744358063,-0.008355868048965931,-0.010324742645025253,-0.002047552727162838,-0.024671219289302826,0.013545047491788864,0.018728889524936676,-0.00714974757283926,-0.00592139083892107,0.0019491412676870823,0.35825079679489136,-0.5328193306922913,-0.021090412512421608,0.5089859962463379,0.033324774354696274,0.14530211687088013,-0.16547369956970215,0.2670702636241913,-1.2066657543182373,0.5244560241699219,-0.8902525901794434,1.4826749563217163,0.3600848317146301,-0.5320472717285156,-0.013570839539170265,0.5073997974395752,0.029575791209936142,0.1432121992111206,-0.16673168540000916,0.26996105909347534,-1.2047308683395386,0.5230082869529724,-0.8903828859329224,1.4822072982788086
357,7.140000000000001,0.0,0.0,0.0,stop,2,0.6600000000000001,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013980514369904995,-0.003838734235614538,-0.0016651975456625223,0.003704311093315482,-0.00646091066300869,0.013374915346503258,0.007447744719684124,0.018211331218481064,-0.9998064041137695,1.4830390214920044,0.14642959833145142,0.026896359398961067,0.0,0.0,0.0,0.003704311093315482,-0.00646091066300869,0.013374915346503258,0.007447744719684124,0.018211331218481064,-0.9998064041137695,0.0,0.0,0.0,0.10954393446445465,-0.14642959833145142,-0.01938682235777378,0.10200682282447815,-0.0022233512718230486,0.06861121952533722,0.008700298145413399,-0.022709982469677925,0.0030933471862226725,-6.0840498917968944e-05,0.00016055059677455574,-0.0022671774495393038,-0.012597993016242981,0.010456070303916931,-0.007626814302057028,-0.001386750489473343,-0.01264277659356594,-0.0008354817982763052,-0.026896359398961067,-0.00988361518830061,0.015609072521328926,-0.004718623124063015,-0.008195960894227028,-0.014573746360838413,0.3600848317146301,-0.5320472717285156,-0.013570839539170265,0.5073997974395752,0.029575791209936142,0.1432121992111206,-0.16673168540000916,0.26996105909347534,-1.2047308683395386,0.5230082869529724,-0.8903828859329224,1.4822072982788086,0.36662155389785767,-0.5279027223587036,-0.005178952589631081,0.4941822290420532,0.02184906229376793,0.146788090467453,-0.17341020703315735,0.28185006976127625,-1.1947792768478394,0.5271161794662476,-0.8886512517929077,1.4830390214920044
358,7.16,0.0,0.0,0.0,stop,2,0.6800000000000006,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014266401529312134,-0.003833106253296137,-0.002468900987878442,0.003994990140199661,-0.0054137068800628185,0.012980000115931034,0.007400172296911478,0.01808365061879158,-0.9998090863227844,1.4852726459503174,0.146582692861557,0.02547546662390232,0.0,0.0,0.0,0.003994990140199661,-0.0054137068800628185,0.012980000115931034,0.007400172296911478,0.01808365061879158,-0.9998090863227844,0.0,0.0,0.0,0.10921839624643326,-0.146582692861557,-0.019671181216835976,0.10172685235738754,-0.0027722197119146585,0.06841631233692169,0.008125976659357548,-0.02239767462015152,0.0030926258768886328,-5.9912243159487844e-05,0.00017052808834705502,-0.0022751810029149055,-0.011939595453441143,0.009499486535787582,-0.007355330511927605,-0.007630351930856705,-0.012957671657204628,-0.00032803392969071865,-0.02547546662390232,0.015480917878448963,0.017462104558944702,-0.0043143536895513535,-0.0020807823166251183,0.0006396034732460976,0.36662155389785767,-0.5279027223587036,-0.005178952589631081,0.4941822290420532,0.02184906229376793,0.146788090467453,-0.17341020703315735,0.28185006976127625,-1.1947792768478394,0.5271161794662476,-0.8886512517929077,1.4830390214920044,0.3585975766181946,-0.531276524066925,0.0026419218629598618,0.49730122089385986,0.02823030576109886,0.1378798484802246,-0.1678493618965149,0.27217307686805725,-1.2053829431533813,0.5244055986404419,-0.8913124799728394,1.4852726459503174
359,7.18,0.0,0.0,0.0,stop,2,0.7000000000000002,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013940862379968166,-0.004149791318923235,-0.002416444942355156,0.0031217848882079124,-0.005404610652476549,0.013108485378324986,0.0073517425917088985,0.017956385388970375,-0.9998117685317993,1.4856250286102295,0.1467614620923996,0.02494855225086212,0.0,0.0,0.0,0.0031217848882079124,-0.005404610652476549,0.013108485378324986,0.0073517425917088985,0.017956385388970375,-0.9998117685317993,0.0,0.0,0.0,0.1088893711566925,-0.1467614620923996,-0.019942201673984528,0.10145746916532516,-0.0032984623685479164,0.0681997537612915,0.007560386788100004,-0.022090502083301544,0.0031053463462740183,-5.8346024161437526e-05,0.00017638711142353714,-0.002281238092109561,-0.013903253711760044,0.008594357408583164,-0.006386366207152605,-0.006226089783012867,-0.019887154921889305,-0.0013146771816536784,-0.02494855225086212,0.014865759760141373,0.00921664573252201,-0.00569857656955719,-0.003319862298667431,0.0013751275837421417,0.3585975766181946,-0.531276524066925,0.0026419218629598618,0.49730122089385986,0.02823030576109886,0.1378798484802246,-0.1678493618965149,0.27217307686805725,-1.2053829431533813,0.5244055986404419,-0.8913124799728394,1.4852726459503174,0.357963502407074,-0.5325497984886169,0.005417888984084129,0.49849408864974976,0.03142240270972252,0.133797287940979,-0.16484209895133972,0.26926058530807495,-1.2074893712997437,0.5233756899833679,-0.8916776180267334,1.4856250286102295
360,7.2,0.0,0.0,0.0,stop,2,0.7199999999999998,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013310483656823635,-0.004264740739017725,-0.0025161104276776314,0.005296496674418449,-0.006208111997693777,0.01274091750383377,0.007301191799342632,0.017830362543463707,-0.9998143911361694,1.4850502014160156,0.14694450795650482,0.024671563878655434,0.0,0.0,0.0,0.005296496674418449,-0.006208111997693777,0.01274091750383377,0.007301191799342632,0.017830362543463707,-0.9998143911361694,0.0,0.0,0.0,0.10854539275169373,-0.14694450795650482,-0.020209597423672676,0.10119710862636566,-0.0038175045046955347,0.0679599717259407,0.007023238576948643,-0.021793510764837265,0.003113784594461322,-5.89981755183544e-05,0.00017913177725858986,-0.0022818581201136112,-0.01137242279946804,0.011371860280632973,-0.007972171530127525,-0.007868465036153793,-0.010491941124200821,-0.0020627218764275312,-0.024671563878655434,0.013242855668067932,0.018298041075468063,-0.007097495254129171,-0.006232101004570723,0.0011831559240818024,0.357963502407074,-0.5325497984886169,0.005417888984084129,0.49849408864974976,0.03142240270972252,0.133797287940979,-0.16484209895133972,0.26926058530807495,-1.2074893712997437,0.5233756899833679,-0.8916776180267334,1.4856250286102295,0.36110180616378784,-0.5324416756629944,0.01049271784722805,0.49763715267181396,0.02757382020354271,0.13122835755348206,-0.16537952423095703,0.2726501524448395,-1.2049192190170288,0.5214740037918091,-0.891085147857666,1.4850502014160156
361,7.22,0.0,0.0,0.0,stop,2,0.7400000000000002,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013115079142153263,-0.004302049055695534,-0.0024961349554359913,0.005537412129342556,-0.0062356144189834595,0.012728435918688774,0.007252084091305733,0.01770053617656231,-0.9998170137405396,1.4854414463043213,0.14712415635585785,0.024411775171756744,0.0,0.0,0.0,0.005537412129342556,-0.0062356144189834595,0.012728435918688774,0.007252084091305733,0.01770053617656231,-0.9998170137405396,0.0,0.0,0.0,0.10820333659648895,-0.14712415635585785,-0.020470069721341133,0.1009412407875061,-0.004334479104727507,0.06771637499332428,0.006473017390817404,-0.021505700424313545,0.003106918651610613,-6.14364689681679e-05,0.00016540734213776886,-0.0022838145960122347,-0.011182163842022419,0.011328916996717453,-0.008141283877193928,-0.008003916591405869,-0.00978582352399826,-0.001925198477692902,-0.024411775171756744,0.01295700203627348,0.018613051623106003,-0.006890776101499796,-0.006533731706440449,0.0012550689280033112,0.36110180616378784,-0.5324416756629944,0.01049271784722805,0.49763715267181396,0.02757382020354271,0.13122835755348206,-0.16537952423095703,0.2726501524448395,-1.2049192190170288,0.5214740037918091,-0.891085147857666,1.4850502014160156,0.3624141812324524,-0.5320823788642883,0.01588723622262478,0.49577271938323975,0.02584829553961754,0.1281672716140747,-0.165439635515213,0.27451902627944946,-1.2040683031082153,0.5208222270011902,-0.890662431716919,1.4854414463043213
362,7.24,0.0,0.0,0.0,stop,2,0.7599999999999998,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01312857586890459,-0.004257354885339737,-0.002460623625665903,0.004544009920209646,-0.006056576035916805,0.01203365158289671,0.007203873712569475,0.01756843365728855,-0.9998196959495544,1.486055850982666,0.1472928524017334,0.023583896458148956,0.0,0.0,0.0,0.004544009920209646,-0.006056576035916805,0.01203365158289671,0.007203873712569475,0.01756843365728855,-0.9998196959495544,0.0,0.0,0.0,0.10786754637956619,-0.1472928524017334,-0.020733296871185303,0.10068279504776001,-0.00484002660959959,0.06746106594800949,0.005929930135607719,-0.021224023774266243,0.0031131678260862827,-6.117341399658471e-05,0.00015768718731123954,-0.0022958319168537855,-0.011521376669406891,0.010396016761660576,-0.0069523039273917675,-0.006068236194550991,-0.015894612297415733,-0.0029916733037680387,-0.023583896458148956,0.012946171686053276,0.007088418118655682,-0.00824098289012909,-0.006681963801383972,0.0015704340767115355,0.3624141812324524,-0.5320823788642883,0.01588723622262478,0.49577271938323975,0.02584829553961754,0.1281672716140747,-0.165439635515213,0.27451902627944946,-1.2040683031082153,0.5208222270011902,-0.890662431716919,1.4854414463043213,0.36119794845581055,-0.5327093601226807,0.018948381766676903,0.49198585748672485,0.026477303355932236,0.12538772821426392,-0.16453397274017334,0.27392229437828064,-1.2047510147094727,0.5210999846458435,-0.8901830911636353,1.486055850982666
363,7.26,0.0,0.0,0.0,stop,2,0.7800000000000002,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013583795167505741,-0.0040621464140713215,-0.0016889468533918262,0.004724717233330011,-0.005393273197114468,0.013032510876655579,0.007156562991440296,0.01745389588177204,-0.9998220801353455,1.4863603115081787,0.14747577905654907,0.026530586183071136,0.0,0.0,0.0,0.004724717233330011,-0.005393273197114468,0.013032510876655579,0.007156562991440296,0.01745389588177204,-0.9998220801353455,0.0,0.0,0.0,0.10751982033252716,-0.14747577905654907,-0.020985012874007225,0.10043640434741974,-0.005348379258066416,0.06719789654016495,0.005398218519985676,-0.020935092121362686,0.0031125033274292946,-6.11661744187586e-05,0.00016944506205618382,-0.002294812584295869,-0.0122840516269207,0.010208245366811752,-0.007204643450677395,-0.007848882116377354,-0.010016456246376038,-8.13875813037157e-05,-0.026530586183071136,0.013861380517482758,0.01700538583099842,-0.004209555685520172,-0.007245183922350407,0.0031218247022479773,0.36119794845581055,-0.5327093601226807,0.018948381766676903,0.49198585748672485,0.026477303355932236,0.12538772821426392,-0.16453397274017334,0.27392229437828064,-1.2047510147094727,0.5210999846458435,-0.8901830911636353,1.486055850982666,0.3640875816345215,-0.5317551493644714,0.026594942435622215,0.4920901656150818,0.024601992219686508,0.12291581183671951,-0.16499000787734985,0.27666082978248596,-1.2032757997512817,0.5207074880599976,-0.8911471366882324,1.4863603115081787
364,7.28,0.0,0.0,0.0,stop,2,0.7999999999999998,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013765870593488216,-0.0036089858040213585,-0.0020651977974921465,0.004449791274964809,-0.006700174417346716,0.012454784475266933,0.007109772879630327,0.01734841614961624,-0.9998242259025574,1.4864745140075684,0.1476278454065323,0.02565937303006649,0.0,0.0,0.0,0.004449791274964809,-0.006700174417346716,0.012454784475266933,0.007109772879630327,0.01734841614961624,-0.9998242259025574,0.0,0.0,0.0,0.10717348754405975,-0.1476278454065323,-0.021232420578598976,0.10019291192293167,-0.005873309914022684,0.06695599108934402,0.004849047865718603,-0.020620299503207207,0.003105993615463376,-6.676687917206436e-05,0.000169723920407705,-0.0022681658156216145,-0.010993611998856068,0.011033877730369568,-0.0075708539225161076,-0.007733786478638649,-0.01020626351237297,-0.0022579156793653965,-0.02565937303006649,0.014573861844837666,0.01856282167136669,-0.006845454685389996,-0.008812724612653255,0.007715707644820213,0.3640875816345215,-0.5317551493644714,0.026594942435622215,0.4920901656150818,0.024601992219686508,0.12291581183671951,-0.16499000787734985,0.27666082978248596,-1.2032757997512817,0.5207074880599976,-0.8911471366882324,1.4863603115081787,0.36202776432037354,-0.5326537489891052,0.0327441468834877,0.49101191759109497,0.024991538375616074,0.11893454939126968,-0.1637064516544342,0.27540233731269836,-1.205649495124817,0.5192129015922546,-0.8915729522705078,1.4864745140075684
365,7.3,0.0,0.0,0.0,stop,2,0.8200000000000003,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.013595150783658028,-0.003709450364112854,-0.0022675604559481144,0.004821586888283491,-0.004772898741066456,0.01248127780854702,0.007059171330183744,0.017244840040802956,-0.9998263716697693,1.4869446754455566,0.14777018129825592,0.02540837973356247,0.0,0.0,0.0,0.004821586888283491,-0.004772898741066456,0.01248127780854702,0.007059171330183744,0.017244840040802956,-0.9998263716697693,0.0,0.0,0.0,0.10683935135602951,-0.14777018129825592,-0.021480247378349304,0.09995263069868088,-0.00638389540836215,0.0667140930891037,0.004314098972827196,-0.020318245515227318,0.0031254126224666834,-6.833007500972599e-05,0.00017089270113501698,-0.0022628000006079674,-0.011100923642516136,0.009201218374073505,-0.007821377366781235,-0.008303117007017136,-0.009559977799654007,-0.00026248092763125896,-0.02540837973356247,0.01504551898688078,0.018862854689359665,-0.0032599619589746,-0.0031238901428878307,-7.246620953083038e-05,0.36202776432037354,-0.5326537489891052,0.0327441468834877,0.49101191759109497,0.024991538375616074,0.11893454939126968,-0.1637064516544342,0.27540233731269836,-1.205649495124817,0.5192129015922546,-0.8915729522705078,1.4864745140075684,0.3640194535255432,-0.5335549712181091,0.037575192749500275,0.49031293392181396,0.023481782525777817,0.11555556207895279,-0.16362500190734863,0.27732205390930176,-1.2050342559814453,0.5178440809249878,-0.8920323848724365,1.4869446754455566
366,7.32,0.0,0.0,0.0,stop,2,0.8399999999999999,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.012773935683071613,-0.0040816571563482285,-0.0022888993844389915,0.006601353641599417,-0.005617985501885414,0.011594467796385288,0.00701653677970171,0.017123272642493248,-0.9998287558555603,1.4862875938415527,0.1479240208864212,0.029185352846980095,0.0,0.0,0.0,0.006601353641599417,-0.005617985501885414,0.011594467796385288,0.00701653677970171,0.017123272642493248,-0.9998287558555603,0.0,0.0,0.0,0.10651736706495285,-0.1479240208864212,-0.021731069311499596,0.09970439225435257,-0.006893869023770094,0.06647483259439468,0.003778693499043584,-0.020027505233883858,0.0031208270229399204,-7.072029256960377e-05,0.0001796040014596656,-0.002278044354170561,-0.005897582042962313,0.01132214069366455,-0.009000240825116634,-0.007962257601320744,0.003891119733452797,-0.003249683417379856,-0.023310493677854538,0.011847460642457008,0.029185352846980095,-0.006344272755086422,-0.007498759776353836,-0.0007468159310519695,0.3640194535255432,-0.5335549712181091,0.037575192749500275,0.49031293392181396,0.023481782525777817,0.11555556207895279,-0.16362500190734863,0.27732205390930176,-1.2050342559814453,0.5178440809249878,-0.8920323848724365,1.4869446754455566,0.3677973747253418,-0.5327696800231934,0.04505337029695511,0.4860242009162903,0.015546765178442001,0.11400721222162247,-0.16676560044288635,0.2837940454483032,-1.2010501623153687,0.5147882699966431,-0.8911306858062744,1.4862875938415527
