run_id,wall_time,elapsed_s,phase,step,mode,vx,vy,vxy,yaw,policy_vx,policy_vy,policy_vxy,policy_yaw,speed,imu,gravity_x,gravity_y,gravity_z,imu_roll_deg,imu_pitch_deg,imu_correction_abs_max,act_max,tau_cmd,tau_cmd_max,cmds,bus_counts,loop_dt_ms,loop_hz,can_tx_ms,feedback_age_max_ms,feedback_fresh,tau_fb,tau_fb_max,fault_reason,policy_joint_order,policy_sha256,compact_line,obs_000,obs_001,obs_002,obs_003,obs_004,obs_005,obs_006,obs_007,obs_008,obs_009,obs_010,obs_011,obs_012,obs_013,obs_014,obs_015,obs_016,obs_017,obs_018,obs_019,obs_020,obs_021,obs_022,obs_023,obs_024,obs_025,obs_026,obs_027,obs_028,obs_029,obs_030,obs_031,obs_032,obs_033,obs_034,obs_035,obs_036,obs_037,obs_038,obs_039,obs_040,obs_041,obs_042,obs_043,obs_044,obs_045,obs_046,obs_047,action_00,action_01,action_02,action_03,action_04,action_05,action_06,action_07,action_08,action_09,action_10,action_11,sent_action_00,sent_action_01,sent_action_02,sent_action_03,sent_action_04,sent_action_05,sent_action_06,sent_action_07,sent_action_08,sent_action_09,sent_action_10,sent_action_11,q_00,q_01,q_02,q_03,q_04,q_05,q_06,q_07,q_08,q_09,q_10,q_11,qd_00,qd_01,qd_02,qd_03,qd_04,qd_05,qd_06,qd_07,qd_08,qd_09,qd_10,qd_11,q_target_00,q_target_01,q_target_02,q_target_03,q_target_04,q_target_05,q_target_06,q_target_07,q_target_08,q_target_09,q_target_10,q_target_11,qd_target_00,qd_target_01,qd_target_02,qd_target_03,qd_target_04,qd_target_05,qd_target_06,qd_target_07,qd_target_08,qd_target_09,qd_target_10,qd_target_11
2026-07-13_13-51-50,2026-07-13T13:51:51.685,0.780903,runtime,0,idle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.011047841049730778,-0.029047224670648575,-0.999517023563385,1.6646190619362717,0.633274745311744,0.0,0.0,0.0,0.0,0,none,,,0.8882329998414207,132.4979460000577,0,0.03814813494682312,0.08056886494159698,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000000 mode=idle   vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.7,+0.6]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 0.000 tau_cmd_max= 0.000 cmds=00 bus=none tx=0.9ms fb_age=132.5ms fb=0 tau_fb= 0.038 tau_fb_max= 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,0.0196844395250082,-0.02288888208568096,-0.02609332650899887,0.016479995101690292,-0.017853328958153725,-0.03341776877641678,0.027924437075853348,-0.014191106893122196,-0.007324442267417908,-0.006408886983990669,-0.13000884652137756,-0.03479110077023506,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,,,,,,,,,,,,
2026-07-13_13-51-50,2026-07-13T13:51:52.153,1.248675,runtime,20,idle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.012226921506226063,-0.028910081833600998,-0.9995073080062866,1.656780257246018,0.7008613660068249,0.0,0.0,0.0,0.0,0,none,20.12104300001738,49.69921290855232,0.8882329998414207,600.3642800001217,0,0.03814813494682312,0.08056886494159698,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000020 mode=idle   vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.7,+0.7]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 0.000 tau_cmd_max= 0.000 cmds=00 bus=none hz=49.7 tx=0.9ms fb_age=600.4ms fb=0 tau_fb= 0.038 tau_fb_max= 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,0.0196844395250082,-0.02288888208568096,-0.02609332650899887,0.016479995101690292,-0.017853328958153725,-0.03341776877641678,0.027924437075853348,-0.014191106893122196,-0.007324442267417908,-0.006408886983990669,-0.13000884652137756,-0.03479110077023506,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,,,,,,,,,,,,
2026-07-13_13-51-50,2026-07-13T13:51:52.600,1.695973,runtime,40,idle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.011473270133137703,-0.028900479897856712,-0.999516487121582,1.6562150940072091,0.6576590723408439,0.0,0.0,0.0,0.0,0,none,20.061168000211183,49.8475462639799,0.8882329998414207,1047.6829909998742,0,0.03814813494682312,0.08056886494159698,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000040 mode=idle   vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.7,+0.7]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 0.000 tau_cmd_max= 0.000 cmds=00 bus=none hz=49.8 tx=0.9ms fb_age=1047.7ms fb=0 tau_fb= 0.038 tau_fb_max= 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,0.0196844395250082,-0.02288888208568096,-0.02609332650899887,0.016479995101690292,-0.017853328958153725,-0.03341776877641678,0.027924437075853348,-0.014191106893122196,-0.007324442267417908,-0.006408886983990669,-0.13000884652137756,-0.03479110077023506,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,,,,,,,,,,,,
2026-07-13_13-51-50,2026-07-13T13:51:53.047,2.142649,runtime,60,idle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.01054396852850914,-0.028496598824858665,-0.9995383024215698,1.633046666604701,0.6043815303835656,0.0,0.0,0.0,0.0,0,none,20.06219199984116,49.84500198223192,0.8882329998414207,1494.4480129997828,0,0.03814813494682312,0.08056886494159698,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000060 mode=idle   vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.6,+0.6]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 0.000 tau_cmd_max= 0.000 cmds=00 bus=none hz=49.8 tx=0.9ms fb_age=1494.4ms fb=0 tau_fb= 0.038 tau_fb_max= 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,0.0196844395250082,-0.02288888208568096,-0.02609332650899887,0.016479995101690292,-0.017853328958153725,-0.03341776877641678,0.027924437075853348,-0.014191106893122196,-0.007324442267417908,-0.006408886983990669,-0.13000884652137756,-0.03479110077023506,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,,,,,,,,,,,,
2026-07-13_13-51-50,2026-07-13T13:51:53.500,2.595707,runtime,80,idle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.011691696010529995,-0.028825588524341583,-0.9995161294937134,1.6519262262777417,0.6701785658717679,0.0,0.0,0.0,0.0,0,none,20.383647000016936,49.05893435061788,0.8882329998414207,1947.5250119999146,0,0.03814813494682312,0.08056886494159698,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000080 mode=idle   vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.7,+0.7]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 0.000 tau_cmd_max= 0.000 cmds=00 bus=none hz=49.1 tx=0.9ms fb_age=1947.5ms fb=0 tau_fb= 0.038 tau_fb_max= 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,0.0196844395250082,-0.02288888208568096,-0.02609332650899887,0.016479995101690292,-0.017853328958153725,-0.03341776877641678,0.027924437075853348,-0.014191106893122196,-0.007324442267417908,-0.006408886983990669,-0.13000884652137756,-0.03479110077023506,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,,,,,,,,,,,,
2026-07-13_13-51-50,2026-07-13T13:51:53.947,3.043187,runtime,100,idle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.010993503965437412,-0.028393380343914032,-0.999536395072937,1.627137842697999,0.6301481221344353,0.0,0.0,0.0,0.0,0,none,20.069391999641084,49.827119825946085,0.8882329998414207,2394.9997320000875,0,0.03814813494682312,0.08056886494159698,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000100 mode=idle   vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.6,+0.6]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 0.000 tau_cmd_max= 0.000 cmds=00 bus=none hz=49.8 tx=0.9ms fb_age=2395.0ms fb=0 tau_fb= 0.038 tau_fb_max= 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,0.0196844395250082,-0.02288888208568096,-0.02609332650899887,0.016479995101690292,-0.017853328958153725,-0.03341776877641678,0.027924437075853348,-0.014191106893122196,-0.007324442267417908,-0.006408886983990669,-0.13000884652137756,-0.03479110077023506,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,,,,,,,,,,,,
2026-07-13_13-51-50,2026-07-13T13:51:54.394,3.489642,runtime,120,idle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.010265074670314789,-0.028263529762625694,-0.9995478391647339,1.6196819411907908,0.5883908269241275,0.0,0.0,0.0,0.0,0,none,27.0657209998717,36.947103681617804,0.8882329998414207,2841.442691999873,0,0.03814813494682312,0.08056886494159698,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000120 mode=idle   vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.6,+0.6]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 0.000 tau_cmd_max= 0.000 cmds=00 bus=none hz=36.9 tx=0.9ms fb_age=2841.4ms fb=0 tau_fb= 0.038 tau_fb_max= 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,0.0196844395250082,-0.02288888208568096,-0.02609332650899887,0.016479995101690292,-0.017853328958153725,-0.03341776877641678,0.027924437075853348,-0.014191106893122196,-0.007324442267417908,-0.006408886983990669,-0.13000884652137756,-0.03479110077023506,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,,,,,,,,,,,,
2026-07-13_13-51-50,2026-07-13T13:51:54.839,3.935343,runtime,140,idle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.011417454108595848,-0.028384096920490265,-0.9995319247245789,1.6266133949236632,0.654449815010924,0.0,0.0,0.0,0.0,0,none,26.777035999657528,37.345432855704786,0.8882329998414207,3287.160370000038,0,0.03814813494682312,0.08056886494159698,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000140 mode=idle   vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.6,+0.7]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 0.000 tau_cmd_max= 0.000 cmds=00 bus=none hz=37.3 tx=0.9ms fb_age=3287.2ms fb=0 tau_fb= 0.038 tau_fb_max= 0.081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,0.0196844395250082,-0.02288888208568096,-0.02609332650899887,0.016479995101690292,-0.017853328958153725,-0.03341776877641678,0.027924437075853348,-0.014191106893122196,-0.007324442267417908,-0.006408886983990669,-0.13000884652137756,-0.03479110077023506,0.6707535982131958,-0.4329792857170105,-0.5871490836143494,0.48206818103790283,-0.4387319087982178,0.4498535990715027,-0.4636598527431488,0.48743727803230286,1.0791884660720825,-0.8460162281990051,0.9679714441299438,-1.023963451385498,,,,,,,,,,,,
2026-07-13_13-51-50,2026-07-13T13:51:55.518,4.613907,pose,160,sit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.009813357144594193,-0.027005374431610107,-0.9995871186256409,1.5475566482605583,0.5624781210670475,0.0,0.0,3.2063827514648438,6.581522464752197,12,can0:12,36.9271130002744,27.080373166257786,0.6047320002835477,6.782848000057129,12,1.1380351781845093,3.083590269088745,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000160 mode=sit    vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.5,+0.6]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 3.206 tau_cmd_max= 6.582 cmds=12 bus=can0:12 hz=27.1 tx=0.6ms fb_age=6.8ms fb=12 tau_fb= 1.138 tau_fb_max= 3.084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5073796510696411,-0.43796488642692566,-0.505462110042572,0.48743727803230286,-0.4402659237384796,0.4517711400985718,-0.46442684531211853,0.4870537519454956,1.0826399326324463,-0.8249233365058899,0.9626023173332214,-1.0289490222930908,-0.10483107715845108,-0.059053316712379456,-0.056764427572488785,0.0068666646257042885,0.02609332650899887,0.053559985011816025,-0.02059999480843544,-0.0009155552834272385,-0.02471999265253544,-0.02059999480843544,-0.010071108117699623,-0.009613330475986004,0.5,-0.4320238530635834,-0.5,0.48096105456352234,-0.43544915318489075,0.4469188153743744,-0.4595354497432709,0.48323941230773926,1.0801564455032349,-0.8228538036346436,0.9597251415252686,-1.025484561920166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13_13-51-50,2026-07-13T13:51:56.075,5.171251,pose,180,sit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,xsens:live,0.01047662552446127,-0.02810102142393589,-0.9995502233505249,1.610370247505949,0.600514543505666,0.0,0.0,4.396638870239258,7.681371688842773,12,can0:12,28.829132000282698,34.68713522107409,0.47659799975008355,6.346507000216661,12,1.2933744192123413,3.2667012214660645,,"BL_hip_joint,BR_hip_joint,FL_hip_joint,FR_hip_joint,BL_thigh_joint,BR_thigh_joint,FL_thigh_joint,FR_thigh_joint,BL_calf_joint,BR_calf_joint,FL_calf_joint,FR_calf_joint",965e94c4cebfc45b9ef609d4a677a5ee35961a895700aad478603f43844b3779,"step=000180 mode=sit    vx= 0.000 vy= 0.000 vxy= 0.000 yaw= 0.000 speed=0.04 imu=xsens:live tilt_rp=[+1.6,+0.6]deg imu_corr=0.000 act_max= 0.000 tau_cmd= 4.397 tau_cmd_max= 7.681 cmds=12 bus=can0:12 hz=34.7 tx=0.5ms fb_age=6.3ms fb=12 tau_fb= 1.293 tau_fb_max= 3.267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5062291026115417,-0.42109057307243347,-0.505462110042572,0.46902894973754883,-0.4049832820892334,0.4161049723625183,-0.4279937148094177,0.4506206214427948,1.1064174175262451,-0.8582884669303894,0.9902148246765137,-1.0538769960403442,-0.02929776906967163,0.06042664870619774,-0.024262215942144394,-0.047151096165180206,0.08560442179441452,-0.03387554734945297,0.061342205852270126,-0.15427106618881226,0.07736442238092422,-0.031128879636526108,0.12955106794834137,-0.10940885543823242,0.5,-0.41007286310195923,-0.5,0.456523597240448,-0.3879193365573883,0.39880621433258057,-0.4107818007469177,0.43328139185905457,1.1086019277572632,-0.864372730255127,0.9942896366119385,-1.0567078590393066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
