step,sim_time,episode_id,episode_step,body_name,body_index,pos_w_x,pos_w_y,pos_w_z,quat_w_w,quat_w_x,quat_w_y,quat_w_z,lin_vel_w_x,lin_vel_w_y,lin_vel_w_z,ang_vel_w_x,ang_vel_w_y,ang_vel_w_z,lin_acc_w_x,lin_acc_w_y,lin_acc_w_z,ang_acc_w_x,ang_acc_w_y,ang_acc_w_z,incoming_joint_force_b_x,incoming_joint_force_b_y,incoming_joint_force_b_z,incoming_joint_torque_b_x,incoming_joint_torque_b_y,incoming_joint_torque_b_z
1,0.02,0,0,trunk,0,0.12230441719293594,-0.49135690927505493,0.47224608063697815,0.9984821677207947,-0.001341843861155212,1.5964271369739436e-05,-0.055058252066373825,-1.2397361993789673,0.15339669585227966,2.2502803802490234,1.41111421585083,-0.04002612456679344,-0.09579236805438995,-108.29609680175781,-13.155147552490234,22.39203453063965,-62.41691589355469,37.470401763916016,-36.4578857421875,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02,0,0,BL_hip,1,-0.256807804107666,-0.348613977432251,0.5445568561553955,0.9984830617904663,0.00010347900388296694,-6.373395444825292e-05,-0.05505818873643875,-1.2302045822143555,0.14190076291561127,2.3899009227752686,0.017875654622912407,0.11409413069486618,-0.09595479816198349,-102.75022888183594,4.811247825622559,31.548696517944336,18.510202407836914,28.361766815185547,-36.50957489013672,-130.14952087402344,-24.91101837158203,-394.5901794433594,-3.472639322280884,9.203700065612793,-16.044797897338867
1,0.02,0,0,BR_hip,2,-0.27915674448013306,-0.5506437420845032,0.5469887852668762,0.9984831213951111,7.225405715871602e-05,-6.201220821822062e-05,-0.055058203637599945,-1.2495238780975342,0.14068415760993958,2.1038155555725098,-0.023002224043011665,0.11861613392829895,-0.09595956653356552,-109.87791442871094,6.430572509765625,44.97888946533203,-1.6769771575927734,30.599775314331055,-36.509063720703125,-343.32879638671875,-211.277099609375,59.7791633605957,-32.305057525634766,-22.132457733154297,-11.087835311889648
1,0.02,0,0,FL_hip,3,0.5234339833259583,-0.43490394949913025,0.5521951913833618,0.9984830617904663,0.00019079577759839594,-6.85484628775157e-05,-0.055058255791664124,-1.2403886318206787,0.049145158380270004,2.2895679473876953,0.21801522374153137,0.09195447713136673,-0.09593146294355392,-106.13172912597656,-25.88785171508789,5.22189474105835,90.5576400756836,20.379226684570312,-36.509681701660156,258.0312805175781,-134.11734008789062,-162.22857666015625,5.783637523651123,35.221092224121094,-31.846576690673828
1,0.02,0,0,FR_hip,4,0.501084566116333,-0.636944055557251,0.550853431224823,0.9984831213951111,0.00016218902601394802,-6.696979107800871e-05,-0.05505819991230965,-1.259255051612854,0.05271930247545242,2.0040900707244873,0.17331106960773468,0.09689884632825851,-0.09593667089939117,-113.33993530273438,-24.801923751831055,18.816986083984375,44.99043655395508,25.43517303466797,-36.507015228271484,542.76513671875,197.61732482910156,110.41825866699219,32.9977912902832,-3.551832914352417,50.02989196777344
1,0.02,0,0,BL_thigh,5,-0.34930744767189026,-0.33133912086486816,0.5452509522438049,0.9983358383178711,0.0010524042882025242,0.01714492402970791,-0.055048245936632156,-0.7918084859848022,0.10288046300411224,2.069870710372925,-0.8370274901390076,-7.614197254180908,-0.09761612117290497,-96.77825927734375,8.52966594696045,37.55892562866211,15.510059356689453,-4.774066925048828,-35.94657516479492,358.7773742675781,38.36646270751953,-468.0611267089844,7.091041564941406,32.40598678588867,-10.196149826049805
1,0.02,0,0,BR_thigh,6,-0.3688070476055145,-0.5444815158843994,0.548206627368927,0.9983429312705994,0.000998137635178864,0.01672924868762493,-0.05504922568798065,-0.7731913924217224,0.09409565478563309,1.809607744216919,-0.8916898369789124,-7.734287261962891,-0.09715314954519272,-96.44664001464844,7.835147857666016,40.8076286315918,-29.770280838012695,-228.6177215576172,-36.46128845214844,572.0991821289062,-223.02513122558594,34.3303108215332,31.738508224487305,-21.941848754882812,-6.707797527313232
1,0.02,0,0,FL_thigh,7,0.6135324835777283,-0.43782687187194824,0.5494775772094727,0.9983443021774292,0.0011127813486382365,0.016652224585413933,-0.05504731088876724,-0.8734078407287598,0.0165594182908535,2.014815330505371,-0.6851193904876709,-8.072340965270996,-0.09912315011024475,-99.62686157226562,-23.25547981262207,12.861388206481934,85.41818237304688,-32.367977142333984,-34.65156555175781,478.57196044921875,-56.034820556640625,-177.7472381591797,7.821237087249756,19.6046142578125,-19.712129592895508
1,0.02,0,0,FR_thigh,8,0.597301185131073,-0.6513413786888123,0.5483185052871704,0.9983452558517456,0.0010806305799633265,0.01658945344388485,-0.055047813802957535,-0.8908674716949463,0.02076512761414051,1.749936819076538,-0.5031474232673645,-6.0182647705078125,-0.09797488898038864,-121.53156280517578,-21.785446166992188,20.817689895629883,54.706295013427734,108.09307098388672,-36.140132904052734,767.970947265625,-274.35516357421875,-76.82048797607422,31.34366798400879,-5.66951322555542,-24.074567794799805
1,0.02,0,0,BL_calf,9,-0.5160685777664185,-0.18681682646274567,0.2604747414588928,0.9984830617904663,8.468286250717938e-05,-0.00040442912722937763,-0.055058229714632034,0.6580763459205627,-0.04832141846418381,0.7983851432800293,0.3594502806663513,3.2019176483154297,-0.0952908992767334,-60.04835891723633,12.087823867797852,72.11107635498047,-17.124103546142578,-290.107421875,-36.92162322998047,-452.83416748046875,-57.20825958251953,130.81260681152344,17.206357955932617,35.01715850830078,-8.422627449035645
